CSP (Randomised Optimisation),,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, , Start, Modelled, Solved, Decoded,
false,-1,12.545696,336.3485,1, ,44.2474,343.5807,-8.565146288187E8,-8.565146288187E8,
true,40,41.944872,235.3759,2, ,387.571,485.4123,621.1313,622.6332,
true,62,17.192192,178.5534,3, ,634.4245,705.364,812.5821,812.8795,
true,58,46.356096,149.083,4, ,824.4332,894.7355,973.1043,973.4126,
true,38,35.761288,136.6262,5, ,989.8404,1029.1185,1125.8502,1126.3005,
false,-1,37.192192,54.4767,6, ,1138.4081,1190.45,-8.565146288187E8,-8.565146288187E8,
true,60,41.499784,197.9369,7, ,1202.3727,1243.4231,1399.8984,1400.2154,
false,-1,33.415952,52.2014,8, ,1410.812,1459.5973,-8.565146288187E8,-8.565146288187E8,
true,39,29.578424,192.0343,9, ,1471.9681,1504.0576,1662.9306,1663.6509,
false,-1,29.739576,49.7921,10, ,1678.0096,1722.8958,-8.565146288187E8,-8.565146288187E8,
false,-1,16.84172,35.5289,11, ,1738.1921,1772.5585,-8.565146288187E8,-8.565146288187E8,
false,-1,30.686688,48.5394,12, ,1784.3475,1831.4826,-8.565146288187E8,-8.565146288187E8,
true,65,32.62476,195.612,13, ,1842.0751,1873.7943,2037.1456,2037.5136,
true,62,31.814696,278.9718,14, ,2049.1155,2090.929,2318.1174,2318.5785,
true,42,25.733712,368.7795,15, ,2338.2213,2376.6846,2706.6341,2706.9272,
true,59,26.7,190.2463,16, ,2715.3375,2745.3915,2905.3052,2905.5104,
true,41,19.644536,234.0592,17, ,2911.5642,2931.7838,3145.0676,3145.4761,
true,63,28.845104,300.1104,18, ,3152.7688,3188.3001,3452.4679,3452.8048,
true,60,28.272568,284.5788,19, ,3461.5143,3488.778,3745.7363,3746.0136,
false,-1,17.610256,37.9434,20, ,3753.3161,3785.3865,-8.565146288187E8,-8.565146288187E8,
false,-1,26.067336,39.2646,21, ,3799.1935,3835.6897,-8.565146288187E8,-8.565146288187E8,
false,-1,23.295688,37.3704,22, ,3847.3875,3882.6919,-8.565146288187E8,-8.565146288187E8,
true,64,37.28988,583.5411,23, ,3894.0459,3933.7414,4477.2522,4477.4966,
true,62,25.011784,630.8989,24, ,4484.3236,4529.1338,5114.8515,5115.132,
true,60,26.689432,433.5712,25, ,5122.535,5152.3599,5555.8257,5556.0311,
false,-1,18.43492,31.3814,26, ,5562.5492,5593.1136,-8.565146288187E8,-8.565146288187E8,
true,40,30.972056,660.3853,27, ,5600.8673,5647.7878,6260.9471,6261.1806,
true,62,25.044352,684.2284,28, ,6268.2294,6310.6066,6952.0971,6952.3463,
true,64,28.868088,556.6925,29, ,6960.5762,7000.7008,7516.8499,7517.1647,
false,-1,26.096552,30.5752,30, ,7524.8019,7553.2142,-8.565146288187E8,-8.565146288187E8,
true,60,24.370232,635.0717,31, ,7562.8317,7596.5526,8197.564,8197.7911,
true,37,27.945848,529.1945,32, ,8204.7238,8236.3409,8733.5645,8733.831,
true,38,26.640776,577.9824,33, ,8741.5024,8781.0069,9319.2404,9319.4161,
true,60,24.390592,690.9102,34, ,9326.1899,9353.1179,10016.7918,10016.9929,
false,-1,19.33356,33.088,35, ,10024.219,10056.5478,-8.565146288187E8,-8.565146288187E8,
false,-1,26.178664,42.1777,36, ,10065.0134,10105.6866,-8.565146288187E8,-8.565146288187E8,
true,64,26.104136,764.2052,37, ,10115.5555,10158.2791,10879.4571,10879.667,
false,-1,23.150712,32.7245,38, ,10887.3675,10918.124,-8.565146288187E8,-8.565146288187E8,
true,66,25.983112,817.2006,39, ,10926.9272,10961.0949,11743.804,11744.0092,
true,40,30.634,895.7556,40, ,11751.5287,11794.2225,12646.3064,12647.0555,

,,,,,,,46.620715,-2.99781463666892E8,0.237692,


The DEFAULT parameters of the random test data: Days:50  Hours:8  Rooms:50  Sessions:45  Individuals:25 (Ignore for the specified parameter).
