Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, ,
true,57,4.699704,4.798,4, ,
true,61,2.251128,1.0266,4, ,
true,63,2.27092,0.4645,4, ,
true,58,2.271064,0.6413,4, ,
true,56,2.20808,0.468,5, ,
true,61,2.208136,0.6357,5, ,
false,-1,2.27108,1.974,5, ,
false,-1,2.202608,0.8569,5, ,
false,-1,2.160896,0.9477,6, ,
true,64,2.160992,0.5884,6, ,
true,57,2.206696,0.4803,6, ,
true,66,2.164928,0.5552,6, ,
true,62,2.207032,0.4245,7, ,
false,-1,2.16536,0.4181,7, ,
true,56,2.162456,0.3778,7, ,
true,65,2.166288,0.3778,7, ,
true,56,2.166184,0.3861,8, ,
true,64,2.166416,0.3956,8, ,
true,61,2.166296,0.2525,8, ,
true,53,2.166928,0.3215,8, ,
true,49,2.166984,0.3665,9, ,
true,60,2.166992,0.2466,9, ,
true,73,2.167096,0.3234,9, ,
true,50,2.166992,0.419,9, ,
true,63,0.0,0.6359,10, ,
true,56,2.167272,0.3488,10, ,
true,54,2.167264,0.3543,10, ,
true,61,0.0,0.3193,10, ,
true,51,2.167328,0.3681,11, ,
true,52,2.167416,0.3189,11, ,
true,37,2.167416,0.311,11, ,
true,60,2.167576,0.381,11, ,
true,59,2.167416,0.5132,12, ,
true,46,2.167528,0.3153,12, ,
true,60,2.167584,0.4039,12, ,
true,66,2.167744,0.4388,12, ,
true,50,2.167528,0.4344,13, ,
true,58,2.16764,0.1818,13, ,
true,59,2.167872,0.3178,13, ,
true,47,2.167816,0.2971,13, ,
true,49,2.167928,0.1756,14, ,
true,62,2.168104,0.2969,14, ,
true,62,2.168152,0.2128,14, ,
true,59,2.168048,0.2288,14, ,
true,54,2.167928,0.3231,15, ,
true,67,2.168104,0.6509,15, ,
true,67,0.0,1.419,15, ,
true,57,2.168,0.5828,15, ,
true,68,2.167936,0.182,16, ,
true,45,2.210024,0.2464,16, ,
true,70,2.21044,0.2866,16, ,
true,58,2.168824,0.3052,16, ,
true,59,2.16916,0.2425,17, ,
true,47,2.169272,0.306,17, ,
true,58,2.169272,0.2446,17, ,
true,60,2.169504,0.2463,17, ,
true,58,2.168992,0.1439,18, ,
true,51,2.169216,0.1511,18, ,
false,-1,2.211464,0.2643,18, ,
true,60,2.165936,0.1797,18, ,
true,43,2.169504,0.1248,19, ,
true,60,2.169944,0.2501,19, ,
true,62,2.169888,0.1777,19, ,
true,54,2.16972,0.1522,19, ,
true,55,2.169992,0.1321,20, ,
true,54,2.169784,0.1772,20, ,
true,69,2.171096,0.2234,20, ,
true,53,2.170888,0.2686,20, ,
true,57,2.17396,0.1547,21, ,
true,54,2.174168,0.1196,21, ,
true,52,2.174064,0.1324,21, ,
true,52,2.173888,0.2645,21, ,
true,50,2.216016,0.2498,22, ,
true,56,2.174,0.1178,22, ,
true,62,2.174176,0.1478,22, ,
true,51,2.174064,0.2525,22, ,
true,58,2.174184,0.2049,23, ,
true,59,2.17428,0.1495,23, ,
true,53,2.174384,0.1864,23, ,
true,46,2.174336,0.1662,23, ,
true,52,0.0,0.1193,24, ,
true,55,0.0,0.1593,24, ,
true,57,2.216752,0.1584,24, ,
true,51,0.0,0.1191,24, ,
true,56,2.174648,0.187,25, ,
true,54,2.174536,0.1358,25, ,
true,49,2.216776,0.2131,25, ,
true,54,2.17464,0.1793,25, ,
true,52,2.216904,0.1961,26, ,
true,47,2.174808,0.1828,26, ,
true,54,2.174984,0.3362,26, ,
true,62,2.216672,0.1528,26, ,
true,62,0.0,0.4235,27, ,
true,58,0.0,0.2155,27, ,
true,66,2.21716,0.2766,27, ,
true,53,2.217096,0.2048,27, ,
true,51,2.174856,0.1882,28, ,
