CSP Algorithm,,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, , Start, Modelled, Solved, Decoded,
false,-1,49.574808,66.472501,68, ,101220.524,101286.1574,101286.903899,101286.9274,
false,-1,31.055192,69.7867,69, ,101294.391,101362.9553,101364.0939,101364.1217,
true,37,44.326872,2019.0895,70, ,101372.7547,101438.853199,103391.6604,103391.7932,
true,35,51.92516,1703.402899,71, ,103399.550899,103448.5872,105102.7107,105102.9003,
true,64,46.588416,3019.8623,72, ,105110.3845,105184.088399,108129.891499,108130.166299,
true,36,36.708384,2547.781199,73, ,108139.0369,108211.471699,110686.5886,110686.7707,
true,37,40.071752,2342.755599,74, ,110695.538699,110756.6517,113038.0805,113038.221,
false,-1,28.853456,50.0399,75, ,113046.138499,113095.2099,113096.115999,113096.1441,
false,-1,33.379744,57.8647,76, ,113104.2753,113161.3321,113162.0697,113162.093,
true,36,37.853736,1495.470101,77, ,113168.8871,113238.2187,114664.1301,114664.2649,
false,-1,28.9466,61.8647,78, ,114672.8737,114733.9491,114734.678,114734.7035,
false,-1,32.62004,69.2584,79, ,114743.224999,114811.393699,114812.4157,114812.447399,
true,61,49.407,2075.8399,80, ,114820.1949,114884.995499,116895.756299,116895.9595,
true,37,40.517848,2226.741999,81, ,116905.175299,116967.2405,119131.7268,119131.859599,
true,61,53.081576,2520.3098,82, ,119140.404099,119214.1482,121660.2775,121660.5409,
false,-1,32.922776,66.1752,83, ,121668.7713,121734.2741,121734.915,121734.935399,
false,-1,32.350024,69.158499,84, ,121742.3327,121810.6705,121811.442399,121811.4717,
true,37,41.465056,2334.924801,85, ,121819.4268,121886.7269,124154.186,124154.311,
true,63,46.524208,2812.2564,86, ,124163.0576,124234.6821,126975.0667,126975.286499,
true,36,40.663568,2048.5465,87, ,126982.915599,127047.766,129031.2417,129031.428899,
false,-1,52.731496,64.0898,88, ,129039.104499,129102.308099,129103.1537,129103.1728,
true,63,39.866,2364.6638,89, ,129110.4535,129172.579,131474.9548,131475.0867,
true,36,50.24596,2126.902301,90, ,131483.5191,131543.0245,133610.197499,133610.3857,
true,62,40.51088,1974.5053,91, ,133618.6457,133686.9468,135592.9695,135593.1171,
true,34,56.60968,3184.6677,92, ,135601.6624,135678.834,138786.0277,138786.292899,
false,-1,34.785368,71.8564,93, ,138795.4839,138866.2965,138867.291699,138867.3266,
true,60,42.928568,2354.059099,94, ,138875.467599,138935.7035,141229.3652,141229.492399,
true,39,46.016008,2535.0887,95, ,141238.3037,141305.6456,143773.1081,143773.3523,
false,-1,34.046152,70.262099,96, ,143782.410699,143851.8725,143852.646,143852.660999,
false,-1,35.868576,71.6566,97, ,143860.658299,143931.2208,143932.2664,143932.2909,
false,-1,43.271728,76.511799,98, ,143940.9331,144016.448,144017.411999,144017.4276,
true,38,58.934712,2438.6737,99, ,144027.3571,144114.707799,146465.872299,146465.993699,
false,-1,35.718808,61.0831,100, ,146475.6274,146535.6565,146536.6685,146536.690899,
true,35,47.661848,2449.956399,101, ,146544.3823,146611.0795,148994.1951,148994.3098,
true,62,46.691728,1965.2856,102, ,149003.0625,149070.3444,150968.212199,150968.3256,
true,38,46.36892,2303.6972,103, ,150976.8532,151049.7822,153280.2629,153280.5202,

,,,,,,,63.775699,1459.916291,0.147778,


The DEFAULT parameters of the random test data: Days:50  Hours:8  Rooms:50  Sessions:50  Individuals:50 (Ignore for the specified parameter).
