Greedy Brute Force,,,,,Brute Force,,,,,Brute Force (Greedy Optimised),,,,,CSP Algorithm,,,,,CSP (Randomised Optimisation),,
Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM,Time (ms),,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,70,63.148448,77341.3716, ,false,0,0.0,0.0, ,true,65,93.690792,1982.5244, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,67,73.035024,70462.2858, ,false,0,0.0,0.0, ,true,61,77.679176,1643.6621, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,48,59.551888,74997.8674, ,false,0,0.0,0.0, ,true,43,76.004176,1568.4225, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,42,59.994648,78937.8406, ,false,0,0.0,0.0, ,true,40,70.54964,1399.1328, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,45,68.361464,74613.8043, ,false,0,0.0,0.0, ,true,41,86.567552,1581.5916, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,70,84.25696,88813.8646, ,false,0,0.0,0.0, ,true,64,73.83188,1737.1041, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,44,59.831304,68812.3425, ,false,0,0.0,0.0, ,true,38,107.770464,1761.5328, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,51,71.399744,67489.7381, ,false,0,0.0,0.0, ,true,44,88.009232,2343.1752, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,66,70.762816,85063.2578, ,false,0,0.0,0.0, ,true,62,70.727208,1656.19, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,45,59.547528,73464.846, ,false,0,0.0,0.0, ,true,39,97.476504,1969.2221, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,46,59.992952,88143.3966, ,false,0,0.0,0.0, ,true,39,69.354096,1287.5894, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,66,70.77384,66324.9478, ,false,0,0.0,0.0, ,true,60,90.37308,1763.0426, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,45,83.654264,80906.6174, ,false,0,0.0,0.0, ,true,40,76.94992,1800.6231, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,71,59.998448,86563.6142, ,false,0,0.0,0.0, ,true,65,104.36056,1859.4048, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,66,73.468664,72466.1441, ,false,0,0.0,0.0, ,true,62,78.60772,1607.5127, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,65,70.764272,76068.6728, ,false,0,0.0,0.0, ,true,61,100.121416,1839.0487, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,45,70.784856,80180.5338, ,false,0,0.0,0.0, ,true,37,94.029472,2132.9039, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,67,73.478712,90752.2162, ,false,0,0.0,0.0, ,true,60,70.1692,1596.9677, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,45,79.610416,76573.6867, ,false,0,0.0,0.0, ,true,39,84.00068,1735.7678, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,71,70.91576,98815.8841, ,false,0,0.0,0.0, ,true,65,56.289784,1358.1044, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,66,70.46532,80094.7351, ,false,0,0.0,0.0, ,true,64,75.691848,1677.7607, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,44,70.63888,82871.835, ,false,0,0.0,0.0, ,true,40,84.031248,1723.3424, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,71,60.277464,92029.7086, ,false,0,0.0,0.0, ,true,64,80.979256,1891.4324, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,73,60.291648,89179.8266, ,false,0,0.0,0.0, ,true,66,77.834936,1644.2898, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,49,60.116272,78930.2737, ,false,0,0.0,0.0, ,true,44,79.162336,2054.1795, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,46,67.299632,73942.4621, ,false,0,0.0,0.0, ,true,40,76.773032,1686.3429, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,47,69.293816,71089.7613, ,false,0,0.0,0.0, ,true,43,106.680632,1730.0781, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,49,73.325424,78445.7043, ,false,0,0.0,0.0, ,true,42,79.364296,1569.9346, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,70,67.473336,83524.9928, ,false,0,0.0,0.0, ,true,65,66.020472,1670.6513, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,70,73.182296,70017.8891, ,false,0,0.0,0.0, ,true,66,107.537584,2415.0805, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,70,74.209816,80150.5755, ,false,0,0.0,0.0, ,true,63,83.530856,1752.8152, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,48,73.935912,67778.9108, ,false,0,0.0,0.0, ,true,41,94.007824,300954.282, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,55,74.07676,90773.9933, ,false,0,0.0,0.0, ,true,45,68.869336,1532.6483, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,44,78.703064,75981.343, ,false,0,0.0,0.0, ,true,39,77.036712,1923.4472, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,49,51.144496,67672.0861, ,false,0,0.0,0.0, ,true,43,71.685096,1422.38, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,67,59.689176,79970.0313, ,false,0,0.0,0.0, ,true,60,69.77028,1500.6805, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,44,75.434728,73033.8957, ,false,0,0.0,0.0, ,true,40,100.481624,1927.161, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,67,70.771968,84361.9942, ,false,0,0.0,0.0, ,true,64,79.65164,1681.88, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,70,70.886072,76450.8104, ,false,0,0.0,0.0, ,true,64,79.546264,1929.8294, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,68,60.126328,73310.2325, ,false,0,0.0,0.0, ,true,64,102.63164,2024.6868, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,49,64.337128,80749.4354, ,false,0,0.0,0.0, ,true,43,79.073648,1555.1655, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,68,69.726744,62178.177, ,false,0,0.0,0.0, ,true,64,97.343968,2020.5064, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,45,59.715112,72572.7518, ,false,0,0.0,0.0, ,true,39,97.371152,1923.5233, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,46,79.042208,71342.2874, ,false,0,0.0,0.0, ,true,39,76.17108,1492.515, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,48,74.816128,83193.2543, ,false,0,0.0,0.0, ,true,40,109.509648,1886.1068, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,48,70.485552,85452.973, ,false,0,0.0,0.0, ,true,38,77.162776,1803.0911, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,66,59.856824,86712.9762, ,false,0,0.0,0.0, ,true,65,61.845176,1253.8236, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,49,70.62876,85285.7441, ,false,0,0.0,0.0, ,true,42,78.877408,1733.5327, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,46,59.242368,59395.7883, ,false,0,0.0,0.0, ,true,41,147.590192,3001.7577, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,67,61.645624,69707.2028, ,false,0,0.0,0.0, ,true,64,95.573832,1717.288, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,45,60.438584,86968.1908, ,false,0,0.0,0.0, ,true,40,76.59204,1426.4639, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,68,60.278792,90597.134, ,false,0,0.0,0.0, ,true,62,73.8848,1852.8442, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,50,59.862704,79842.7024, ,false,0,0.0,0.0, ,true,40,67.388632,1969.4586, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,67,70.209744,75273.5691, ,false,0,0.0,0.0, ,true,63,89.914688,1673.1249, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,74,67.928368,70635.5836, ,false,0,0.0,0.0, ,true,67,107.601736,2149.6113, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,48,73.760168,73480.048, ,false,0,0.0,0.0, ,true,43,55.365008,1578.3768, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,72,66.582312,94661.2761, ,false,0,0.0,0.0, ,true,66,90.92828,1490.706, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,66,59.711744,78207.8229, ,false,0,0.0,0.0, ,true,65,119.157304,2445.4514, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,73,59.70652,79604.9493, ,false,0,0.0,0.0, ,true,68,112.366248,2052.1721, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,46,70.490368,91473.6144, ,false,0,0.0,0.0, ,true,38,64.173512,1592.0727, ,
false,0,0.0,0.0, ,false,0,0.0,0.0, ,true,67,61.040224,80207.9639, ,false,0,0.0,0.0, ,true,63,79.188888,1669.6124, ,


The parameters of the random test data: Days:60  Hours:8  Rooms:30  Sessions:40  Individuals:40
