Greedy Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, ,
true,26,5.20304,16.1966,4, ,
true,69,3.41608,21.8181,5, ,
true,24,2.849416,5.08,6, ,
true,21,2.850592,3.699,7, ,
true,52,2.788136,3.3341,8, ,
true,23,2.788368,3.8293,9, ,
true,44,2.788488,3.9542,10, ,
true,73,2.789632,3.6611,11, ,
true,32,2.789704,4.1284,12, ,
true,27,2.789952,2.8852,13, ,
true,31,2.790184,2.9404,14, ,
true,50,2.790488,4.5558,15, ,
true,52,0.0,2.3337,16, ,
true,27,0.0,10.1693,17, ,
true,40,2.85404,3.1324,18, ,
true,34,2.853992,2.3843,19, ,
true,54,2.854088,1.4833,20, ,
true,32,2.854472,2.2226,21, ,
true,31,2.854536,1.2788,22, ,
true,30,2.854624,3.2508,23, ,
true,36,2.854472,2.3149,24, ,
true,52,2.858232,2.6669,25, ,
true,40,2.85808,2.8072,26, ,
true,30,2.921424,2.5344,27, ,
true,25,2.859264,3.369,28, ,
true,49,2.922056,2.6131,29, ,
true,50,2.922208,4.1121,30, ,
true,49,2.922352,7.3669,31, ,
true,54,2.922672,5.7354,32, ,
true,62,2.922472,7.3285,33, ,
true,24,2.923032,4.7783,34, ,
true,30,2.923176,5.2634,35, ,
true,48,2.923096,6.0781,36, ,
true,51,2.923472,9.1333,37, ,
true,44,2.9234,6.579,38, ,
true,45,2.923832,8.1987,39, ,
true,63,2.924048,4.6892,40, ,
true,48,2.987216,6.3425,41, ,
true,41,2.98744,7.7347,42, ,
true,38,2.987576,4.2652,43, ,
true,62,2.987504,5.2676,44, ,
true,27,2.987368,6.9839,45, ,
true,30,2.98752,7.3647,46, ,
true,29,3.050608,9.5048,47, ,
true,30,2.988904,6.3184,48, ,
true,50,2.98888,7.8134,49, ,
true,28,2.989464,6.3616,50, ,
true,25,2.98968,9.5786,51, ,
true,40,2.99004,9.1105,52, ,
true,60,3.052928,7.1684,53, ,
true,27,3.053304,11.1642,54, ,
true,29,3.053712,12.9589,55, ,
true,26,3.345208,16.2656,56, ,
true,63,3.741432,17.1571,57, ,
true,27,3.48464,9.9775,58, ,
true,46,3.484656,14.6875,59, ,
true,29,3.484848,12.8369,60, ,
true,45,3.485352,16.7042,61, ,
true,44,3.485984,8.2313,62, ,
true,48,3.485496,14.5205,63, ,
true,30,3.486144,19.6923,64, ,
true,23,3.528144,12.2372,65, ,
true,48,3.528896,16.5603,66, ,
true,25,3.528328,12.1659,67, ,
true,24,3.528312,11.7162,68, ,
true,47,3.529328,19.1858,69, ,
true,47,3.530048,23.4828,70, ,
true,25,3.530248,14.3382,71, ,
true,29,3.53024,15.7309,72, ,
true,45,3.572776,19.8572,73, ,
true,27,3.572856,19.7103,74, ,
true,48,3.573024,14.3874,75, ,
true,27,3.573368,22.4584,76, ,
true,48,3.574192,31.2489,77, ,
true,25,3.574488,11.7642,78, ,
true,45,3.574576,17.0026,79, ,
true,24,3.616544,18.7129,80, ,
true,30,3.617408,14.3545,81, ,
true,26,3.617504,20.1041,82, ,
true,48,3.617856,14.6823,83, ,
true,24,3.616896,21.1086,84, ,
true,26,3.618264,23.3494,85, ,
true,46,3.617752,13.4378,86, ,
true,61,3.618424,18.372,87, ,
true,47,3.61864,22.7837,88, ,
true,49,3.61924,14.9296,89, ,
true,52,3.66132,15.7264,90, ,
true,21,3.661296,15.0378,91, ,
true,53,3.661776,21.2016,92, ,
true,40,3.661384,13.7938,93, ,
true,25,3.661864,21.0203,94, ,
true,23,3.661864,17.0757,95, ,
true,38,3.662368,16.9278,96, ,
true,37,3.662168,15.6219,97, ,
true,26,3.705192,19.1432,98, ,
true,48,3.704944,22.6981,99, ,
true,50,3.705376,16.9858,100, ,
true,49,3.705848,29.1505,101, ,
true,24,3.7062,23.0563,102, ,
true,36,3.7064,35.6778,103, ,
true,27,3.707264,25.6204,104, ,
true,24,3.7482,22.1589,105, ,
true,61,3.749424,41.6131,106, ,
true,49,3.749512,27.7325,107, ,
true,49,3.7504,30.5776,108, ,
true,46,3.751848,25.7408,109, ,
true,22,3.75072,17.7657,110, ,
true,38,3.751808,26.7654,111, ,
true,37,3.751448,27.8321,112, ,
true,23,3.78552,20.6582,113, ,
true,62,3.7854,29.518,114, ,
true,49,3.785488,31.6083,115, ,
true,61,3.78604,28.9045,116, ,
true,49,3.7866,16.9288,117, ,
true,47,3.785728,32.1077,118, ,
true,26,3.831312,28.8067,119, ,
true,62,3.828,25.6771,120, ,
true,23,3.825112,11.3326,121, ,
true,28,3.823352,24.0924,122, ,
true,23,3.822872,60.6998,123, ,
true,25,3.823032,29.165,124, ,
true,50,3.855472,30.1267,125, ,
true,39,3.855968,30.2922,126, ,
true,48,3.855624,27.5826,127, ,
true,44,3.855696,36.5966,128, ,
true,26,3.855584,23.9477,129, ,
true,40,3.921376,101.3494,130, ,
true,38,3.891856,71.6984,131, ,
true,47,3.891584,56.1094,132, ,
true,25,3.892384,60.5228,133, ,
true,48,3.892648,72.3395,134, ,
true,38,3.927352,102.8512,135, ,
true,23,3.929344,49.9288,136, ,
true,23,3.930816,74.6203,137, ,
true,61,3.93224,69.7465,138, ,
true,48,3.931536,52.8095,139, ,
true,62,3.967224,70.4055,140, ,
true,48,3.969528,105.9072,141, ,
true,36,3.973656,82.069,142, ,
true,25,3.973912,119.648,143, ,
true,26,4.051768,79.6232,144, ,
true,28,4.016472,68.3054,145, ,
true,46,3.98104,41.9844,146, ,
true,22,4.053016,72.3309,147, ,
true,48,4.021248,46.159,148, ,
true,51,3.983368,64.3947,149, ,
true,35,4.055848,70.2604,150, ,
true,49,4.063368,90.0164,151, ,
true,39,4.025648,56.4669,152, ,
true,49,4.061536,93.513,153, ,
true,48,4.103288,78.238,154, ,
true,47,4.185448,72.2065,155, ,
true,45,4.158304,95.0109,156, ,
true,44,4.203536,118.515,157, ,
true,47,4.210392,134.8137,158, ,
true,48,4.09184,88.1323,159, ,
true,22,4.085224,92.176,160, ,
true,34,4.162696,72.288,161, ,
true,49,4.168664,105.997,162, ,
true,45,4.170824,106.683,163, ,
true,26,4.173928,154.2337,164, ,
true,62,4.21784,82.8396,165, ,
true,48,4.181272,80.0424,166, ,
true,61,4.305096,90.9934,167, ,
true,45,4.240432,103.914,168, ,
true,23,4.408096,73.0161,169, ,
true,24,4.20928,69.4184,170, ,
true,25,4.20092,56.0662,171, ,
true,37,4.456272,110.5082,172, ,
true,62,4.26604,86.9779,173, ,
true,24,4.256592,58.1063,174, ,
true,27,4.29588,71.6099,175, ,
true,22,4.345112,83.7204,176, ,
true,50,4.353256,95.9425,177, ,
true,63,4.540016,106.7866,178, ,
true,49,4.385776,106.0668,179, ,
true,47,4.288976,88.2315,180, ,
true,48,4.419616,119.4604,181, ,
true,61,4.378992,88.9976,182, ,
true,47,4.28464,91.1722,183, ,
true,52,4.414776,89.1986,184, ,
true,48,4.428008,100.7993,185, ,
true,26,4.435664,83.7706,186, ,
true,51,4.441144,148.4866,187, ,
true,48,4.445368,126.4668,188, ,
true,22,4.545464,96.7279,189, ,
true,37,4.361664,78.5325,190, ,
true,27,4.445904,92.5624,191, ,
true,25,4.449848,107.2691,192, ,
true,50,4.600224,93.7991,193, ,
true,47,4.574248,106.7192,194, ,
true,37,4.433936,114.819,195, ,
true,50,4.470088,75.399,196, ,
true,42,4.519928,88.5106,197, ,
true,46,4.630112,79.8496,198, ,
true,26,4.96624,119.138,199, ,
true,61,4.453064,70.9566,200, ,
true,23,4.798392,128.0772,201, ,
true,24,4.447056,124.7649,202, ,
true,46,4.635576,116.3465,203, ,
true,50,4.914488,143.7129,204, ,
true,50,4.691376,96.2554,205, ,
true,37,4.533064,105.9472,206, ,
true,48,4.73896,93.4289,207, ,
true,48,4.776504,80.7235,208, ,
true,47,4.64812,79.1287,209, ,
true,36,4.649064,107.8523,210, ,
true,48,4.75828,113.7892,211, ,
true,47,4.826752,140.4407,212, ,
true,25,4.512528,61.737,213, ,
true,37,5.030936,145.9696,214, ,
true,47,5.230936,164.5246,215, ,
true,61,5.48236,191.6611,216, ,
true,47,4.969752,105.9863,217, ,
true,24,4.737568,110.9571,218, ,
true,25,4.863296,111.4873,219, ,
true,22,4.825256,136.8188,220, ,
true,61,5.03892,146.808,221, ,
true,25,4.863816,81.1089,222, ,
true,24,5.035,126.833,223, ,
true,24,4.972344,103.53,224, ,
true,47,5.013848,87.2898,225, ,
true,23,4.738352,82.2201,226, ,
true,60,4.79044,112.6857,227, ,
true,39,5.465408,128.1208,228, ,
true,60,5.192944,166.1028,229, ,
true,62,5.285648,139.9941,230, ,
true,49,5.124776,82.7473,231, ,
true,60,5.223792,125.6424,232, ,
true,22,4.971464,92.9906,233, ,
true,61,5.488512,142.5447,234, ,
true,48,5.364384,115.7924,235, ,
true,21,5.171872,105.7505,236, ,
true,51,5.384168,167.9686,237, ,
true,50,5.123888,157.3127,238, ,
