Brute Force (Greedy Optimised),,,,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, ,
true,30,4.699696,6.1823,1, ,
true,56,2.5816,9.3175,2, ,
true,51,4.174672,21.4953,3, ,
true,68,4.176832,11.3498,4, ,
true,64,3.192328,7.9606,5, ,
true,58,3.233072,8.3568,6, ,
true,60,4.446912,18.7417,7, ,
true,62,5.226648,37.0033,8, ,
true,71,4.537712,18.906,9, ,
true,72,4.72968,22.5594,10, ,
true,66,4.17876,16.2941,11, ,
true,58,5.739384,25.9566,12, ,
true,68,5.044024,17.8707,13, ,
true,62,6.276208,35.9413,14, ,
true,67,5.228152,17.0522,15, ,
true,69,3.674208,12.3258,16, ,
true,64,4.6454,21.1061,17, ,
true,65,6.2772,53.0867,18, ,
true,65,6.2776,39.6311,19, ,
true,67,5.568088,27.7574,20, ,
true,66,4.655744,7.5476,21, ,
true,69,6.277712,16.2698,22, ,
true,64,4.764952,12.1453,23, ,
true,60,4.138184,10.5318,24, ,
true,66,6.278504,17.1907,25, ,
true,64,4.94348,14.2778,26, ,
true,66,6.278888,25.7511,27, ,
true,66,5.36324,11.5259,28, ,
true,66,4.834176,11.1271,29, ,
true,63,4.73852,11.7395,30, ,
true,58,4.631648,9.1122,31, ,
true,63,5.358616,33.1929,32, ,
false,-1,5.049816,15.6998,33, ,
true,64,5.270832,16.1811,34, ,
true,61,5.26892,9.3832,35, ,
true,59,4.832728,13.0779,36, ,
true,64,43.58792,1223.4055,37, ,
true,56,5.200408,9.0881,38, ,
true,64,4.608336,11.374,39, ,
true,52,5.034744,10.3191,40, ,


The DEFAULT parameters of the random test data: Days:5  Hours:8  Rooms:5  Sessions:12  Individuals:25 (Ignore for the specified parameter).
