Greedy Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, ,
true,46,4.699712,5.6998,4, ,
true,57,2.152704,0.9829,4, ,
true,59,2.10952,0.493,4, ,
true,47,2.109464,0.4463,4, ,
true,58,2.109472,0.357,5, ,
true,50,2.109696,0.3836,5, ,
true,69,2.151648,0.6376,5, ,
true,75,2.151624,0.4192,5, ,
true,47,2.109984,0.5871,6, ,
true,57,2.152168,0.6076,6, ,
true,50,0.0,0.4463,6, ,
true,53,2.110464,0.6177,6, ,
false,-1,2.15264,2.6044,7, ,
false,-1,2.148664,0.4571,7, ,
true,46,2.10696,0.3818,7, ,
false,-1,2.109984,0.3977,7, ,
true,66,0.0,0.4965,8, ,
true,48,2.110048,0.5618,8, ,
true,49,0.0,0.3372,8, ,
true,44,2.11092,0.4652,8, ,
true,61,2.11092,1.1541,9, ,
true,52,2.110752,0.7223,9, ,
false,-1,2.110968,3.0341,9, ,
true,66,2.10788,0.4604,9, ,
true,47,0.0,0.5162,10, ,
true,46,2.111088,0.6203,10, ,
true,53,2.11172,0.3258,10, ,
true,69,2.153464,0.4623,10, ,
true,46,0.0,0.6147,11, ,
true,57,0.0,0.4003,11, ,
true,45,2.111984,0.4002,11, ,
true,53,0.0,0.5902,11, ,
true,46,2.112096,0.4519,12, ,
true,60,0.0,0.3853,12, ,
true,44,2.11204,0.5613,12, ,
true,55,2.112088,0.4501,12, ,
true,50,2.112208,0.4531,13, ,
true,43,2.112152,0.4554,13, ,
true,48,2.112256,0.5062,13, ,
true,53,2.1122,0.2504,13, ,
true,49,2.11204,0.5847,14, ,
true,51,2.112432,0.7309,14, ,
true,54,2.112496,0.4414,14, ,
true,58,2.112264,0.8681,14, ,
true,60,2.112384,0.5018,15, ,
true,63,2.112432,0.6267,15, ,
true,47,2.112608,0.2826,15, ,
true,48,2.112544,0.2181,15, ,
true,55,2.11244,0.2635,16, ,
true,56,2.112848,0.2288,16, ,
true,58,2.15448,0.5626,16, ,
true,57,2.113672,0.3247,16, ,
true,50,2.113392,0.2825,17, ,
true,55,2.11368,0.3534,17, ,
true,55,2.113624,0.4712,17, ,
true,49,2.113616,0.2564,17, ,
true,57,2.114624,0.4916,18, ,
true,54,2.15652,0.1629,18, ,
true,56,2.114904,0.1851,18, ,
true,53,2.114728,0.2058,18, ,
true,54,0.0,0.724,19, ,
true,55,2.115136,0.3103,19, ,
true,55,2.15712,0.2769,19, ,
true,61,2.163832,0.3611,19, ,
true,54,2.19348,0.2589,20, ,
true,48,2.21344,0.2203,20, ,
true,54,0.0,0.2093,20, ,
true,55,0.0,0.2174,20, ,
true,37,0.0,0.1852,21, ,
true,56,0.0,0.212,21, ,
true,57,0.0,0.3128,21, ,
true,55,2.356208,0.3041,21, ,
true,46,2.356624,0.2069,22, ,
true,36,0.0,0.2076,22, ,
true,47,2.369432,1.5492,22, ,
true,54,0.0,0.1863,22, ,
true,49,0.0,0.1632,23, ,
true,50,0.0,0.1518,23, ,
true,44,0.0,0.1849,23, ,
true,43,0.0,0.1807,23, ,
true,46,0.0,0.2015,24, ,
true,58,0.0,0.1645,24, ,
true,55,0.0,0.1667,24, ,
true,52,2.487688,0.516,24, ,
true,55,2.491328,0.2466,25, ,
true,45,2.493336,0.2522,25, ,
true,54,0.0,0.1584,25, ,
true,48,2.505312,0.2042,25, ,
true,53,0.0,0.3098,26, ,
true,51,2.584752,0.1742,26, ,
true,39,2.62792,0.1964,26, ,
true,60,2.622392,0.2301,26, ,
true,48,2.597536,0.1679,27, ,
true,53,0.0,0.133,27, ,
true,48,2.626696,0.1682,27, ,
true,49,2.634912,0.1981,27, ,
true,49,2.551088,0.1659,28, ,
true,42,2.551416,0.4346,28, ,
true,47,2.551416,0.2453,28, ,
true,54,2.551472,0.3004,28, ,
true,52,2.551192,0.2248,29, ,
false,-1,2.551528,0.306,29, ,
true,58,2.548336,0.1545,29, ,
true,44,0.0,0.1806,29, ,
true,49,0.0,0.2495,30, ,
true,51,2.551648,0.367,30, ,
true,55,2.551304,0.1791,30, ,
true,49,2.593488,0.2379,30, ,
true,56,0.0,0.1374,31, ,
true,60,2.551632,0.3425,31, ,
true,45,2.551512,0.2077,31, ,
true,50,0.0,0.1285,31, ,
true,64,2.551984,0.1999,32, ,
true,53,2.552192,0.1521,32, ,
true,48,2.5522,0.1217,32, ,
true,47,2.552304,0.2382,32, ,
true,63,0.0,0.1643,33, ,
true,54,0.0,0.1441,33, ,
true,50,2.552368,0.1958,33, ,
true,59,2.552304,0.1631,33, ,
true,59,2.552088,0.2364,34, ,
true,58,2.552376,0.1781,34, ,
false,-1,2.552488,0.1988,34, ,
false,-1,0.0,0.1373,34, ,
true,53,0.0,0.1805,35, ,
true,48,2.552552,0.1399,35, ,
true,58,0.0,0.2906,35, ,
true,54,2.552608,0.2432,35, ,
true,62,2.552536,0.1599,36, ,
false,-1,2.5526,0.1994,36, ,
true,46,0.0,0.1474,36, ,
true,56,2.55316,0.4696,36, ,
true,49,0.0,0.175,37, ,
true,56,2.553496,0.3149,37, ,
true,55,0.0,0.2047,37, ,
true,42,0.0,0.1396,37, ,
true,52,0.0,0.1114,38, ,
true,60,0.0,0.136,38, ,
true,41,2.553216,0.1339,38, ,
true,67,0.0,0.1075,38, ,
true,50,0.0,0.1038,39, ,
false,-1,0.0,0.121,39, ,
true,53,2.550576,0.1235,39, ,
true,55,0.0,0.1369,39, ,
true,67,0.0,0.0756,40, ,
true,46,0.0,0.1091,40, ,
true,54,0.0,0.0636,40, ,
true,53,0.0,0.1756,40, ,
true,50,2.55376,0.113,41, ,
false,-1,0.0,0.1909,41, ,
true,50,2.55108,0.1338,41, ,
true,62,0.0,0.1209,41, ,
true,52,0.0,0.1193,42, ,
true,50,0.0,0.1468,42, ,
true,51,0.0,0.0978,42, ,
true,48,0.0,0.1066,42, ,
true,56,0.0,0.1015,43, ,
true,46,0.0,0.1139,43, ,
true,53,0.0,0.1041,43, ,
true,54,0.0,0.149,43, ,
false,-1,0.0,0.132,44, ,
true,65,0.0,0.134,44, ,
true,54,0.0,0.1707,44, ,
true,53,0.0,0.1015,44, ,
true,49,0.0,0.1309,45, ,
true,60,0.0,0.1313,45, ,
true,54,0.0,0.1273,45, ,
true,54,0.0,0.1422,45, ,
true,46,0.0,0.0989,46, ,
true,54,2.597656,0.472,46, ,
false,-1,2.597648,0.2324,46, ,
true,43,0.0,0.1246,46, ,
true,51,0.0,0.1242,47, ,
true,52,0.0,0.2196,47, ,
true,49,0.0,0.1355,47, ,
true,41,0.0,0.15,47, ,
true,54,0.0,0.1366,48, ,
true,54,0.0,0.1794,48, ,
true,54,0.0,0.1109,48, ,
true,55,0.0,0.097,48, ,
true,49,0.0,0.2121,49, ,
true,63,0.0,0.1521,49, ,
true,47,0.0,0.1465,49, ,
true,47,0.0,0.1795,49, ,
true,56,0.0,0.0999,50, ,
true,50,0.0,0.0951,50, ,
true,51,0.0,0.1553,50, ,
true,55,0.0,0.1694,50, ,
true,50,0.0,0.1771,51, ,
true,43,0.0,0.1112,51, ,
true,38,0.0,0.1313,51, ,
true,46,0.0,0.1628,51, ,
false,-1,2.556736,0.1739,52, ,
true,49,2.553648,0.1574,52, ,
true,55,2.598832,0.6004,52, ,
true,47,0.0,0.1127,52, ,
true,49,0.0,0.1396,53, ,
true,55,2.598728,0.2422,53, ,
true,48,0.0,0.1003,53, ,
true,57,0.0,0.2469,53, ,
true,61,2.598344,2.8959,54, ,
true,47,2.59884,0.287,54, ,
true,43,0.0,0.1058,54, ,
true,46,0.0,0.1081,54, ,
true,64,0.0,0.1485,55, ,
true,49,0.0,0.0938,55, ,
true,50,0.0,0.1051,55, ,
false,-1,0.0,0.1363,55, ,
false,-1,2.55404,0.2527,56, ,
true,39,0.0,0.0873,56, ,
true,46,0.0,0.1089,56, ,
true,51,0.0,0.11,56, ,
true,62,2.599048,0.1789,57, ,
true,49,0.0,0.1448,57, ,
true,69,0.0,0.1018,57, ,
true,56,0.0,0.1192,57, ,
false,-1,0.0,0.2461,58, ,
true,55,2.554368,0.1893,58, ,
true,57,0.0,0.1331,58, ,
true,53,0.0,0.1682,58, ,
true,49,0.0,0.1123,59, ,
true,47,0.0,0.1261,59, ,
true,57,0.0,0.0953,59, ,
false,-1,0.0,0.1588,59, ,
true,41,0.0,0.1232,60, ,
true,48,0.0,0.1708,60, ,
false,-1,0.0,0.0882,60, ,
true,49,0.0,0.1075,60, ,
true,49,0.0,0.1413,61, ,
true,49,0.0,0.1378,61, ,
true,55,0.0,0.1429,61, ,
true,47,2.599824,0.2136,61, ,
false,-1,2.557624,0.1993,62, ,
true,55,2.55492,0.1282,62, ,
true,54,0.0,0.1111,62, ,
true,49,0.0,0.1233,62, ,
true,50,2.599816,0.1286,63, ,
true,48,0.0,0.0962,63, ,
true,60,2.600256,0.1259,63, ,
true,48,0.0,0.1266,63, ,
true,43,0.0,0.1145,64, ,
true,48,0.0,0.1485,64, ,
true,53,0.0,0.1191,64, ,
true,62,0.0,0.1283,64, ,
true,44,0.0,0.0897,65, ,
true,45,0.0,0.0931,65, ,
true,56,2.600288,0.1733,65, ,
