Greedy Brute Force, , , , ,Brute Force, , , , ,Brute Force (Greedy Optimised), , , , ,CSP Algorithm, , , , ,CSP (Randomised Optimisation), ,
Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,
true,55,0,0.4884, ,true,59,0,0.264, ,true,61,0,3.5052, ,false,-1,0,4.438, ,false,-1,0,5.8396, ,
true,52,0,0.1173, ,true,55,0,0.4251, ,true,58,0,6.7178, ,false,-1,0,4.2519, ,false,-1,0,5.9435, ,
true,59,0,0.1409, ,true,63,0,0.1906, ,true,66,0,9.9925, ,false,-1,0,12.5329, ,false,-1,0,15.2895, ,
true,54,0,0.1101, ,true,61,0,0.1852, ,true,68,0,25.8127, ,false,-1,0,21.5643, ,false,-1,0,20.96, ,
true,61,0,0.0989, ,true,62,0,0.1773, ,true,66,0,10.0552, ,false,-1,0,6.7758, ,false,-1,0,8.4929, ,
true,63,0,0.1715, ,true,65,0,0.3781, ,true,70,0,12.7579, ,false,-1,0,23.9493, ,false,-1,0,30.7114, ,
false,-1,0,0.7307, ,false,-1,0,0.2415, ,false,-1,0,3.9831, ,false,-1,0,6.5092, ,false,-1,0,5.5568, ,
true,45,0,0.2245, ,true,54,0,0.3179, ,true,55,0,9.8, ,false,-1,0,13.7277, ,false,-1,0,21.3716, ,
true,46,0,0.1225, ,true,54,0,0.171, ,true,65,0,4.1484, ,false,-1,0,16.5197, ,false,-1,0,14.8442, ,
true,55,0,0.0971, ,true,53,0,0.1686, ,true,63,0,5.5079, ,false,-1,0,3.6992, ,false,-1,0,3.6409, ,
true,45,0,0.1, ,true,53,0,0.1528, ,true,59,0,6.0234, ,false,-1,0,13.3568, ,false,-1,0,16.7115, ,
true,51,0,0.1227, ,true,51,0,0.1851, ,true,62,0,3.6842, ,false,-1,0,14.5515, ,false,-1,0,13.9584, ,
true,53,0,0.1123, ,true,57,0,0.1969, ,true,68,0,2.5045, ,false,-1,0,3.2322, ,false,-1,0,1.8639, ,
true,46,0,0.1115, ,true,51,0,0.1606, ,true,57,0,8.6825, ,false,-1,0,3.229, ,false,-1,0,3.5777, ,
true,52,0,0.1539, ,true,52,0,0.1869, ,true,61,0,8.0488, ,false,-1,0,30.5495, ,false,-1,0,22.2206, ,
true,55,0,0.1195, ,true,57,0,0.3291, ,true,65,0,9.0355, ,false,-1,0,11.2815, ,false,-1,0,14.0285, ,
false,-1,0,0.2054, ,false,-1,0,0.3018, ,false,-1,0,8.2124, ,false,-1,0,3.3865, ,false,-1,0,3.1438, ,
true,51,0,0.1088, ,true,53,0,0.1781, ,true,65,0,5.5142, ,false,-1,0,3.6419, ,false,-1,0,3.6867, ,
true,46,0,0.2331, ,true,51,0,0.1747, ,true,53,0,8.2538, ,false,-1,0,3.8283, ,false,-1,0,4.2907, ,
true,52,0,0.1207, ,true,51,0,0.4385, ,true,58,0,12.0796, ,false,-1,0,16.0813, ,false,-1,0,14.1399, ,
true,51,0,0.1033, ,true,56,0,0.1806, ,true,63,0,8.7573, ,false,-1,0,4.9563, ,false,-1,0,4.7904, ,
