Greedy Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, ,
false,-1,0.0,0.1411,183, ,
false,-1,0.0,0.0733,183, ,
false,-1,0.0,0.0714,183, ,
false,-1,0.0,0.0785,183, ,
false,-1,0.0,0.1023,184, ,
false,-1,0.0,0.0925,184, ,
false,-1,0.0,0.0941,184, ,
false,-1,0.0,0.0633,184, ,
false,-1,0.0,0.0392,185, ,
false,-1,0.0,0.0823,185, ,
false,-1,0.0,0.0831,185, ,
false,-1,0.0,0.0675,185, ,
false,-1,0.0,0.0661,186, ,
false,-1,0.0,0.0754,186, ,
false,-1,0.0,0.1096,186, ,
false,-1,0.0,0.065,186, ,
false,-1,0.0,0.1152,187, ,
false,-1,0.0,0.0929,187, ,
false,-1,0.0,0.2023,187, ,
false,-1,0.0,0.0929,187, ,
false,-1,0.0,0.0947,188, ,
false,-1,2.611576,0.1717,188, ,
false,-1,0.0,0.0716,188, ,
false,-1,0.0,0.0839,188, ,
false,-1,0.0,0.0624,189, ,
false,-1,0.0,0.0798,189, ,
false,-1,0.0,0.1007,189, ,
false,-1,0.0,0.1377,189, ,
false,-1,0.0,0.1186,190, ,
false,-1,0.0,0.064,190, ,
false,-1,0.0,0.1141,190, ,
false,-1,0.0,0.0953,190, ,
false,-1,0.0,0.0479,191, ,
false,-1,0.0,0.0577,191, ,
false,-1,0.0,0.1013,191, ,
false,-1,0.0,0.0909,191, ,
false,-1,0.0,0.0788,192, ,
false,-1,0.0,0.1112,192, ,
false,-1,0.0,0.085,192, ,
false,-1,0.0,0.1598,192, ,
false,-1,0.0,0.0832,193, ,
false,-1,0.0,0.1093,193, ,
false,-1,0.0,0.0851,193, ,
false,-1,0.0,0.0768,193, ,
false,-1,0.0,0.1463,194, ,
false,-1,0.0,0.1171,194, ,
false,-1,0.0,0.0943,194, ,
false,-1,0.0,0.1262,194, ,
false,-1,0.0,0.077,195, ,
false,-1,0.0,0.0903,195, ,
false,-1,0.0,0.1297,195, ,
false,-1,0.0,0.0915,195, ,
false,-1,0.0,0.1543,196, ,
false,-1,0.0,0.0586,196, ,
false,-1,0.0,0.0846,196, ,
false,-1,0.0,0.0553,196, ,
false,-1,0.0,0.1037,197, ,
false,-1,0.0,0.06,197, ,
false,-1,0.0,0.0814,197, ,
false,-1,0.0,0.1483,197, ,
false,-1,0.0,0.0712,198, ,
false,-1,0.0,0.061,198, ,
false,-1,0.0,0.0549,198, ,
false,-1,0.0,0.1264,198, ,
false,-1,0.0,0.1208,199, ,
false,-1,0.0,0.0752,199, ,
false,-1,0.0,0.0764,199, ,
false,-1,0.0,0.086,199, ,
false,-1,0.0,0.0737,200, ,
false,-1,0.0,0.0719,200, ,
false,-1,0.0,0.0907,200, ,
false,-1,0.0,0.0992,200, ,


The DEFAULT parameters of the random test data: Days:5  Hours:8  Rooms:5  Sessions:12  Individuals:25 (Ignore for the specified parameter).
