Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, ,
true,60,4.699784,6.5319,1, ,
true,48,3.092128,8.161,2, ,
true,69,3.260672,7.6298,3, ,
true,48,3.429536,5.6181,4, ,
true,44,3.587632,13.8064,5, ,
true,64,3.746152,12.7452,6, ,
true,72,3.960248,31.0888,7, ,
true,49,4.13232,30.7685,8, ,
true,70,4.287376,2.6129,9, ,
true,48,4.461208,4.0547,10, ,
true,67,0.0,2.5021,11, ,
true,41,4.638072,5.9391,12, ,
true,46,5.02556,3.5538,13, ,
true,38,4.99848,2.8486,14, ,
true,66,5.169872,3.2946,15, ,
true,37,5.365656,3.204,16, ,
true,73,5.404064,6.8909,17, ,
true,63,5.527904,6.7825,18, ,
true,46,6.069024,6.989,19, ,
true,46,5.745256,13.8677,20, ,
true,43,5.98516,8.3166,21, ,
true,49,6.263432,10.3073,22, ,
true,40,6.56684,10.2491,23, ,
true,52,6.997016,8.6901,24, ,
true,40,7.054944,9.7464,25, ,
true,43,7.004032,13.9919,26, ,
true,39,7.030504,40.0347,27, ,
true,73,7.77756,11.0869,28, ,
true,52,8.066272,10.1666,29, ,
true,65,7.677128,9.738,30, ,
true,46,7.647624,11.7774,31, ,
true,45,8.166712,8.4239,32, ,
true,46,8.119832,11.8795,33, ,
true,41,49.460408,18.3983,34, ,
true,71,49.991112,22.3993,35, ,
true,73,43.739632,20.7958,36, ,
true,76,9.881576,16.1192,37, ,
true,67,48.5814,13.8873,38, ,
true,77,9.759368,9.0712,39, ,
true,68,9.8202,8.403,40, ,
true,44,43.820152,27.8009,41, ,
true,36,10.14848,28.3085,42, ,
true,54,44.56836,22.3592,43, ,
true,45,10.875328,15.1751,44, ,
true,46,38.40412,15.2916,45, ,
true,46,42.691344,14.4527,46, ,
true,74,10.857664,11.8902,47, ,
true,52,11.296656,11.6571,48, ,
true,50,47.238264,23.6388,49, ,
true,62,41.710728,25.2294,50, ,
true,50,47.877168,33.9373,51, ,
true,67,38.055832,26.2911,52, ,
true,39,41.766952,21.0882,53, ,
true,43,43.756288,16.134,54, ,
true,46,12.66208,13.1695,55, ,
true,46,47.600608,26.4935,56, ,
true,63,41.710784,27.4925,57, ,
true,59,13.473656,35.3242,58, ,
true,63,42.985824,22.0308,59, ,
true,75,43.725816,33.0811,60, ,
true,64,42.924664,25.0957,61, ,
true,42,40.786008,34.9327,62, ,
true,48,43.989064,40.3163,63, ,
true,67,47.578744,29.3507,64, ,
true,42,41.752768,20.6059,65, ,
true,41,41.971176,22.9712,66, ,
true,47,45.584984,28.2842,67, ,
true,62,47.766272,32.9909,68, ,
true,70,45.148328,31.6291,69, ,
true,72,44.746784,25.2518,70, ,
true,63,39.855272,26.3463,71, ,
true,62,43.702864,21.5944,72, ,
true,46,40.494456,23.5879,73, ,
true,44,40.510288,26.1459,74, ,
true,62,45.377016,36.06,75, ,
true,52,41.712112,36.4022,76, ,
true,44,43.736528,28.6192,77, ,
true,69,40.3942,21.6711,78, ,
true,42,42.720312,18.9983,79, ,
true,63,45.00528,28.8989,80, ,
true,51,44.7996,36.9402,81, ,
true,44,42.405856,36.7348,82, ,
true,71,40.516584,27.4229,83, ,
true,65,44.43404,24.3503,84, ,
true,52,44.625848,32.1259,85, ,
true,72,44.705584,35.9411,86, ,
true,42,47.585368,32.9161,87, ,
true,47,48.303448,49.2179,88, ,
true,43,42.467344,36.0081,89, ,
true,43,42.408136,28.386,90, ,
true,36,45.424192,36.1045,91, ,
true,60,43.519008,38.1446,92, ,
true,61,40.293176,25.9449,93, ,
true,51,44.913496,27.2166,94, ,
true,42,40.29652,26.4585,95, ,
true,43,39.635752,43.191,96, ,
true,37,44.05116,48.6623,97, ,
true,63,42.141592,39.5323,98, ,
true,36,45.63184,33.3933,99, ,
true,61,20.650936,29.221,100, ,


The DEFAULT parameters of the random test data: Days:50  Hours:8  Rooms:50  Sessions:12  Individuals:25 (Ignore for the specified parameter).
