CSP Algorithm,,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, , Start, Modelled, Solved, Decoded,
false,-1,13.088344,314.6452,1, ,42.1749,337.8974,351.3043,351.6145,
true,33,34.888768,148.519,2, ,367.1242,444.0375,513.6641,515.077,
true,58,30.193888,179.8493,3, ,562.8543,629.4202,742.0489,742.5534,
true,61,30.921136,178.5656,4, ,777.7705,851.0067,955.5045,956.1773,
true,45,37.864296,396.6304,5, ,971.0056,1092.5103,1367.2268,1367.5156,
true,63,34.2254,218.4204,6, ,1386.4674,1436.8365,1604.4805,1604.7603,
true,40,34.248888,339.7153,7, ,1625.6502,1725.884,1964.8558,1965.2125,
true,42,37.421192,384.9717,8, ,1982.3449,2039.3669,2366.9316,2367.1848,
true,41,37.4652,600.8781,9, ,2378.4301,2451.2209,2978.9766,2979.2075,
true,60,37.321224,468.4903,10, ,2988.8106,3038.4482,3456.9037,3457.2095,
false,-1,38.409064,47.6943,11, ,3466.8513,3513.888,3514.4574,3514.5075,
true,38,41.048632,614.6756,12, ,3522.0058,3568.1873,4136.2756,4136.5779,
true,41,36.206976,477.1538,13, ,4146.074,4203.5466,4622.8901,4623.1496,
true,36,50.930512,705.3881,14, ,4633.1402,4692.8634,5338.1557,5338.4392,
true,62,40.158976,800.2605,15, ,5348.1217,5408.7227,6148.0905,6148.2994,
false,-1,41.437112,67.2566,16, ,6157.927,6224.1123,6225.0517,6225.1502,
true,36,41.01776,771.9208,17, ,6233.921,6299.6068,7005.4743,7005.7373,
false,-1,40.569808,82.5218,18, ,7015.36,7096.4649,7097.7372,7097.8457,
true,63,43.118592,1156.1647,19, ,7106.8315,7169.5669,8262.5408,8262.8857,
true,60,47.688392,1740.3017,20, ,8273.3094,8353.235,10013.2617,10013.4894,
true,40,48.085448,1817.9018,21, ,10024.3233,10113.9968,11841.8546,11842.1379,
true,66,49.684248,1735.2874,22, ,11853.2324,11949.7001,13587.8975,13588.3841,
true,63,47.941344,1983.2729,23, ,13598.2803,13692.2892,15581.1659,15581.4568,
true,61,43.13844,1277.4899,24, ,15593.1784,15701.2117,16870.3548,16870.5623,
false,-1,40.325552,74.5752,25, ,16880.2884,16953.6811,16954.6928,16954.741,
false,-1,42.45168,67.8238,26, ,16963.4558,17030.3691,17031.1847,17031.2418,
true,38,52.428792,2152.8494,27, ,17040.4128,17122.1186,19192.8884,19193.1459,
true,38,48.120184,1958.2231,28, ,19203.9993,19288.3665,21161.8962,21162.0906,
false,-1,46.533304,88.1448,29, ,21173.9361,21260.1559,21261.8843,21261.9767,
true,60,46.779504,2892.9148,30, ,21271.2752,21351.5458,24163.8906,24164.1048,
false,-1,43.465688,95.4426,31, ,24174.4398,24268.3229,24269.7129,24269.8232,
true,60,49.3218,2685.4654,32, ,24280.1578,24382.4242,26965.3171,26965.5201,
true,61,48.75744,3208.8772,33, ,26976.755,27067.1138,30185.2764,30185.5363,
true,37,50.552904,3009.3132,34, ,30195.2687,30287.799,33204.1885,33204.4164,
true,60,51.183816,3102.6353,35, ,33214.7491,33321.7357,36317.0515,36317.2885,
true,58,51.594032,3282.6033,36, ,36328.4803,36429.0417,39610.5067,39610.865,
true,64,51.578264,3791.1959,37, ,39621.6508,39732.9657,43412.4155,43412.672,
true,58,51.97148,4009.43,38, ,43424.3677,43534.7859,47433.4219,47433.7101,
true,39,60.743928,4440.3095,39, ,47444.9351,47555.9448,51884.0879,51884.4105,
false,-1,42.378656,102.676,40, ,51895.4648,51997.0102,51997.8787,51997.929,
false,-1,49.001872,117.656,41, ,52006.3177,52122.4688,52123.861,52123.9138,
false,-1,43.68128,114.7882,42, ,52134.3216,52247.5136,52248.8434,52248.9184,
false,-1,43.454496,104.2406,43, ,52260.1794,52362.8758,52364.3026,52364.3457,
false,-1,49.537024,124.8155,44, ,52377.0597,52500.1612,52501.534,52501.6093,
false,-1,42.621496,113.5978,45, ,52512.776,52623.8961,52626.0179,52626.0991,
true,36,57.695248,4884.9691,46, ,52639.2347,52760.4954,57523.6638,57524.0514,
true,64,57.965384,4810.6305,47, ,57536.3181,57638.5615,62346.5368,62346.8021,
true,62,60.3636,7618.2701,48, ,62358.3811,62489.1665,69976.2686,69976.4932,
false,-1,46.541824,118.6992,49, ,69988.7117,70106.2935,70107.2949,70107.3387,
false,-1,52.190904,144.5339,50, ,70118.5147,70258.8784,70262.7149,70262.8995,
true,63,61.390208,6882.5327,51, ,70277.7889,70400.3682,77159.6094,77160.2475,
false,-1,48.964632,114.1194,52, ,77173.5621,77286.5797,77287.5862,77287.6479,
false,-1,47.357176,132.1107,53, ,77297.553,77427.9939,77429.5541,77429.6106,
false,-1,48.90824,153.3163,54, ,77440.9269,77592.4283,77594.1072,77594.1963,
true,60,59.46724,7253.8823,55, ,77607.9074,77762.0299,84861.3926,84861.7328,
true,61,60.219944,4759.377,56, ,84873.2037,84977.1978,89632.3012,89632.5365,
false,-1,49.810176,109.6038,57, ,89643.6039,89752.2413,89753.1452,89753.1777,
false,-1,47.155184,98.11,58, ,89761.7832,89858.937,89859.8083,89859.8562,
false,-1,50.249728,120.8047,59, ,89869.8641,89989.301,89990.59,89990.6233,
false,-1,47.419976,110.734,60, ,90002.0362,90111.1277,90112.6855,90112.7373,
true,36,59.913928,6261.8813,61, ,90123.9224,90232.4191,96385.4671,96385.7348,
false,-1,47.847512,110.286,62, ,96397.3766,96506.9102,96507.6058,96507.6297,
true,60,104.811104,4743.565,63, ,96516.305,96629.5159,101259.384,101259.807,
true,37,60.91824,6879.8694,64, ,101271.2208,101377.7808,108150.8359,108151.0477,
