Greedy Brute Force, , , , ,Brute Force, , , , ,Brute Force (Greedy Optimised), , , , ,CSP Algorithm, , , , ,CSP (Randomised Optimisation), ,
Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM, Time (ms), ,
true,51,0.0,0.0827, ,true,53,0.0,0.1206, ,true,63,3.279104,2.2279, ,false,-1,3.530584,0.8183, ,false,-1,3.528688,1.4348, ,
true,49,0.0,0.0965, ,true,49,0.0,0.098, ,true,58,4.140472,2.7838, ,true,54,3.492352,2.6337, ,true,51,3.791648,3.9342, ,
true,44,0.0,0.0477, ,true,55,0.0,0.1395, ,true,59,4.58172,7.1314, ,false,-1,3.531688,1.4645, ,false,-1,3.528584,0.8374, ,
true,54,0.0,0.046, ,true,60,0.0,0.0795, ,true,63,5.630216,9.2711, ,true,53,3.580416,2.9847, ,true,52,3.78748,3.0416, ,
true,61,0.0,0.0429, ,true,60,0.0,0.1253, ,true,68,3.379992,2.2406, ,false,-1,3.582272,1.3032, ,false,-1,3.578464,0.8253, ,
true,41,0.0,0.1028, ,true,45,0.0,0.1319, ,true,55,4.430816,3.1738, ,true,31,3.446544,2.579, ,true,50,3.649488,4.4539, ,
true,48,0.0,0.0407, ,true,59,0.0,0.0802, ,true,64,4.296512,3.2487, ,true,49,3.5834,3.862, ,true,54,3.894632,7.0632, ,
true,56,0.0,0.0595, ,true,59,0.0,0.1226, ,true,64,4.095008,3.3458, ,false,-1,3.716232,1.821, ,false,-1,3.712712,1.8651, ,
true,52,0.0,0.1239, ,true,51,0.0,0.1181, ,true,60,4.296392,3.077, ,false,-1,3.515608,1.6304, ,false,-1,3.510736,1.621, ,
true,56,0.0,0.0633, ,true,57,0.0,0.1215, ,true,61,5.076408,8.8771, ,false,-1,3.617184,0.9192, ,false,-1,3.614088,1.8532, ,
false,-1,0.0,0.0719, ,false,-1,2.837304,0.2138, ,false,-1,3.549288,2.4672, ,false,-1,0.0,0.8599, ,false,-1,3.614392,0.9339, ,
