Greedy Brute Force,,,,,Brute Force,,,,,Brute Force (Greedy Optimised),,,,,CSP Algorithm,,,,,CSP (Randomised Optimisation),,
Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM,Time (ms),,
false,0,0.0,0.0, ,true,99,4.699744,9.3551, ,false,0,0.0,0.0, ,true,99,7.002656,243.9169, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,74,2.95704,2.8094, ,false,0,0.0,0.0, ,true,74,2.955352,2.3942, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,74,3.034304,1.6036, ,false,0,0.0,0.0, ,true,74,2.85068,2.6101, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.92956,0.8532, ,false,0,0.0,0.0, ,true,49,2.850792,2.1958, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.929896,1.2223, ,false,0,0.0,0.0, ,true,49,2.851128,1.1657, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.9308,1.0675, ,false,0,0.0,0.0, ,true,49,2.879216,2.1755, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.93092,0.6563, ,false,0,0.0,0.0, ,true,49,2.852152,2.6469, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.93092,0.6517, ,false,0,0.0,0.0, ,true,49,2.852152,2.1423, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,50,2.93092,0.5822, ,false,0,0.0,0.0, ,true,50,2.852152,1.4649, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.931248,0.7958, ,false,0,0.0,0.0, ,true,49,2.879776,1.6997, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,25,2.931448,0.6735, ,false,0,0.0,0.0, ,true,25,2.85268,2.239, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,25,2.931448,0.3663, ,false,0,0.0,0.0, ,true,25,2.879864,2.6211, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,25,2.931968,0.3739, ,false,0,0.0,0.0, ,true,25,2.853088,2.3813, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,25,2.931992,0.4396, ,false,0,0.0,0.0, ,true,25,2.8532,1.3868, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,74,2.959264,0.4501, ,false,0,0.0,0.0, ,true,74,2.959416,1.7366, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,74,2.93232,0.2597, ,false,0,0.0,0.0, ,true,74,2.853528,0.7153, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.932296,0.2237, ,false,0,0.0,0.0, ,true,49,2.853528,1.1578, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,50,2.932296,0.2232, ,false,0,0.0,0.0, ,true,50,2.880712,1.7774, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,25,2.959784,0.3768, ,false,0,0.0,0.0, ,true,25,2.853952,0.7108, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,74,2.93272,0.2389, ,false,0,0.0,0.0, ,true,74,2.85384,1.5351, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.93272,0.2176, ,false,0,0.0,0.0, ,true,49,2.85384,1.0945, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,50,2.93272,0.4556, ,false,0,0.0,0.0, ,true,50,2.853896,0.7222, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.95996,0.3754, ,false,0,0.0,0.0, ,true,49,2.854016,0.6493, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,25,2.932784,0.2416, ,false,0,0.0,0.0, ,true,25,2.854016,0.8824, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,50,2.932784,0.5018, ,false,0,0.0,0.0, ,true,50,2.932792,2.1767, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,25,2.932776,1.0065, ,false,0,0.0,0.0, ,true,25,2.854016,0.9982, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,74,2.932784,0.2673, ,false,0,0.0,0.0, ,true,74,2.932864,1.8273, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.932808,0.2247, ,false,0,0.0,0.0, ,true,49,2.854016,0.706, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,2.932784,0.216, ,false,0,0.0,0.0, ,true,49,2.854016,0.9491, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,25,3.016784,0.398, ,false,0,0.0,0.0, ,true,25,2.945048,0.9099, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,25,3.107176,0.3054, ,false,0,0.0,0.0, ,true,25,3.138592,1.0096, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,3.212448,0.2558, ,false,0,0.0,0.0, ,true,49,3.16348,1.3735, ,false,0,0.0,0.0, ,
false,0,0.0,0.0, ,true,49,3.25536,0.3745, ,false,0,0.0,0.0, ,true,49,3.183472,1.4387, ,false,0,0.0,0.0, ,
