Greedy Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, ,
true,59,4.69976,15.0427,1, ,
true,62,3.77328,9.475,2, ,
true,48,3.752536,7.9593,3, ,
true,60,3.692928,2.0131,4, ,
true,46,3.715752,6.0352,5, ,
true,50,3.701192,5.9831,6, ,
true,39,3.732232,7.9513,7, ,
true,52,3.726688,10.9943,8, ,
true,50,0.0,34.7476,9, ,
true,40,3.72144,20.1897,10, ,
true,45,3.719352,18.8041,11, ,
true,52,3.681608,4.8425,12, ,
true,28,3.717864,9.6668,13, ,
true,25,3.717592,5.1704,14, ,
true,52,3.717696,3.1033,15, ,
true,25,3.716648,12.2535,16, ,
true,41,3.716496,10.2566,17, ,
true,27,3.715392,6.6796,18, ,
true,26,3.714864,9.1481,19, ,
true,39,3.714472,13.0682,20, ,
true,61,3.7154,9.1483,21, ,
true,23,3.716704,10.5002,22, ,
true,26,3.717096,17.2452,23, ,
true,49,3.869664,33.7711,24, ,
true,49,3.95132,52.8832,25, ,
true,51,4.49372,56.8407,26, ,
true,47,4.325808,16.822,27, ,
true,25,4.123456,15.8037,28, ,
true,50,4.156312,19.0997,29, ,
true,47,4.155456,12.9957,30, ,
true,52,4.153672,21.4162,31, ,
true,23,4.151888,16.0087,32, ,
true,40,4.15144,26.7941,33, ,
true,24,4.1516,18.0821,34, ,
true,36,4.1548,12.3626,35, ,
true,26,4.15216,18.7452,36, ,
true,25,4.152544,13.6151,37, ,
true,62,4.152776,16.7641,38, ,
true,47,4.154608,20.1135,39, ,
true,40,4.191848,38.2269,40, ,
true,60,4.156384,34.7279,41, ,
true,63,4.193408,32.4475,42, ,
true,24,4.1572,64.2543,43, ,
true,31,4.19512,27.0726,44, ,
true,26,4.158464,24.5236,45, ,
true,47,4.196968,50.1401,46, ,
true,49,4.199552,67.3822,47, ,
true,26,4.201792,43.9491,48, ,
true,22,4.16144,59.6529,49, ,
true,25,4.199016,39.8336,50, ,
true,40,4.203864,30.4862,51, ,
true,26,4.202128,32.535,52, ,
true,45,4.202792,39.3558,53, ,
true,49,4.203696,74.8948,54, ,
true,24,4.2034,28.0632,55, ,
true,23,4.204016,39.468,56, ,
true,22,4.20416,32.8299,57, ,
true,26,4.20432,33.0586,58, ,
true,47,4.204512,29.523,59, ,
true,48,4.207672,60.0348,60, ,
true,62,4.087392,81.511,61, ,
true,39,4.248344,46.5266,62, ,
true,62,4.211704,71.5996,63, ,
true,47,4.210488,51.455,64, ,
true,50,4.249896,83.6378,65, ,
true,24,4.213912,66.5067,66, ,
true,26,4.211552,74.0271,67, ,
true,25,4.21112,92.3336,68, ,
true,62,4.171232,58.9616,69, ,
true,49,4.287896,83.4116,70, ,
true,26,4.217536,93.9583,71, ,
true,49,4.216272,93.7437,72, ,
true,49,4.255928,84.9115,73, ,
true,25,4.217336,61.0248,74, ,
true,61,4.216992,77.4119,75, ,
true,46,4.215512,90.7565,76, ,
true,45,4.25508,80.0225,77, ,
true,24,4.21832,69.6505,78, ,
true,39,4.296736,72.3775,79, ,
true,39,4.262944,64.3682,80, ,
true,22,4.266608,61.9206,81, ,
true,25,4.268704,56.1654,82, ,
true,24,4.224824,71.187,83, ,
true,48,4.221464,81.3773,84, ,
true,48,4.25972,61.1632,85, ,
true,25,4.261792,78.0397,86, ,
true,47,4.264528,71.1782,87, ,
true,27,4.264368,65.9906,88, ,
true,39,4.308024,72.2469,89, ,
true,24,4.231848,73.8537,90, ,
true,61,4.228496,60.906,91, ,
true,47,4.265544,77.4177,92, ,
true,46,4.266848,90.1723,93, ,
true,26,4.30856,119.1033,94, ,
true,25,4.272032,91.7184,95, ,
true,22,4.355832,67.6126,96, ,
true,50,4.321696,71.206,97, ,
true,48,4.238064,73.9526,98, ,
true,29,4.399072,74.1494,99, ,
true,24,4.327984,82.7648,100, ,
true,49,4.32636,68.939,101, ,
true,48,4.372904,69.7393,102, ,
true,28,4.247976,72.9384,103, ,
true,38,4.32356,80.5243,104, ,
true,48,4.328096,63.2986,105, ,
true,25,4.329928,88.4199,106, ,
true,25,4.289664,59.1274,107, ,
true,39,4.326984,59.9911,108, ,
true,47,4.326976,93.7155,109, ,
true,48,4.286656,109.4118,110, ,
true,45,4.326448,101.9781,111, ,
true,48,4.373152,70.6775,112, ,
true,24,4.333504,85.3688,113, ,
true,39,4.292912,82.7922,114, ,
true,26,4.286,99.3079,115, ,
true,60,4.409432,81.7379,116, ,
true,61,4.336456,92.5844,117, ,
