Greedy Brute Force,,,,,Brute Force,,,,,Brute Force (Greedy Optimised),,,,,CSP Algorithm,,,,,CSP (Randomised Optimisation),,,,
Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM,Time (ms),
TRUE,42,4.194304,11.3804, ,TRUE,54,3.816936,21.5353, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,54,2.849928,4.7883, ,TRUE,64,3.776768,8.6046, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,41,2.789592,5.0635, ,TRUE,49,3.70672,5.106, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,57,2.772328,2.0178, ,TRUE,72,3.682208,3.9146, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,50,2.744568,1.1508, ,TRUE,66,3.70844,3.0694, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,36,2.732552,2.1876, ,TRUE,50,3.825728,3.3207, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,41,,0.9924, ,TRUE,53,3.743648,2.2753, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,56,,0.8506, ,TRUE,69,0,4.1111, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,56,,0.8939, ,TRUE,65,3.6584,2.8853, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,62,,0.949, ,TRUE,80,3.713912,3.3989, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,40,2.761056,0.7126, ,TRUE,48,3.688624,2.5137, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,71,2.752656,0.6634, ,TRUE,82,3.722712,2.3275, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,54,2.75088,0.8674, ,TRUE,66,3.721736,1.9393, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,60,2.75032,0.802, ,TRUE,79,3.84088,1.2603, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,73,2.762088,0.8554, ,TRUE,82,3.689248,1.7853, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,56,2.752936,0.6745, ,TRUE,73,3.683112,1.2704, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,61,2.74724,0.7219, ,TRUE,68,3.718512,1.5614, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
