Greedy Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, ,
true,45,7.300192,42.319,4, ,
true,19,3.411992,35.761,5, ,
true,67,2.845256,8.4002,6, ,
true,28,2.909176,9.0563,7, ,
true,26,2.847032,11.4473,8, ,
true,24,2.847328,7.7502,9, ,
true,49,2.84724,7.4286,10, ,
true,52,2.848224,6.9988,11, ,
true,27,2.848392,11.5086,12, ,
true,43,2.8498,7.4793,13, ,
true,28,2.848976,10.648,14, ,
true,67,2.848832,6.7017,15, ,
true,29,2.85204,10.9003,16, ,
true,51,2.852504,7.1372,17, ,
true,66,2.852832,12.7679,18, ,
true,50,2.852384,12.9293,19, ,
true,30,2.91588,7.6126,20, ,
true,24,2.852976,9.7964,21, ,
true,23,2.916648,12.6778,22, ,
true,29,2.916632,8.302,23, ,
true,50,2.91748,11.8639,24, ,
true,26,2.91784,14.7744,25, ,
true,51,2.980312,8.8244,26, ,
true,46,2.981296,6.1997,27, ,
true,26,2.918448,16.9773,28, ,
true,28,2.918512,13.3324,29, ,
true,27,2.918664,14.2711,30, ,
true,28,2.919024,21.7371,31, ,
true,48,2.919336,11.2706,32, ,
true,47,2.919504,18.167,33, ,
true,23,2.982752,15.802,34, ,
true,49,3.655576,19.4397,35, ,
true,53,3.502656,12.0498,36, ,
true,25,3.3718,15.089,37, ,
true,23,3.37236,15.8146,38, ,
true,51,3.41364,28.9003,39, ,
true,26,3.414408,15.7358,40, ,
true,22,3.414856,27.0105,41, ,
true,24,3.41496,21.8811,42, ,
true,49,3.415024,31.1659,43, ,
true,36,3.4154,20.2868,44, ,
true,24,3.415928,27.8888,45, ,
true,23,3.41572,22.7302,46, ,
true,28,3.488744,32.2593,47, ,
true,48,3.456896,29.8329,48, ,
true,27,3.457064,22.093,49, ,
true,25,3.457488,41.0568,50, ,
true,43,3.4578,42.8587,51, ,
true,24,3.458248,33.802,52, ,
true,49,3.458104,38.1636,53, ,
true,64,3.499224,23.5048,54, ,
true,47,3.458752,30.2094,55, ,
true,20,3.45888,35.2823,56, ,
true,24,3.500424,34.3192,57, ,
true,49,3.500064,23.0664,58, ,
true,25,3.500312,19.6338,59, ,
true,47,3.500312,40.409,60, ,
true,60,3.500896,31.7154,61, ,
true,23,3.5012,25.638,62, ,
true,61,3.501992,18.7541,63, ,
true,44,3.542048,18.8254,64, ,
true,47,3.542232,24.0876,65, ,
true,29,3.5428,38.2502,66, ,
true,23,3.54288,41.0655,67, ,
true,26,3.543304,29.5819,68, ,
true,27,3.543696,37.2631,69, ,
true,49,3.543312,31.628,70, ,
true,25,3.543656,29.5117,71, ,
true,48,3.584888,35.0465,72, ,
true,26,3.585256,54.3165,73, ,
true,43,3.585336,28.7761,74, ,
true,28,3.586368,26.4106,75, ,
true,28,3.586024,30.0458,76, ,
true,47,3.58644,32.5357,77, ,
true,43,3.586856,37.8986,78, ,
true,61,3.586488,35.419,79, ,
true,24,3.628,37.4789,80, ,
true,25,3.628608,46.4473,81, ,
true,61,3.627376,57.1938,82, ,
true,36,3.628384,33.92,83, ,
true,38,3.628496,34.2678,84, ,
true,38,3.629016,36.1717,85, ,
true,25,3.628776,55.0228,86, ,
true,36,3.669944,47.3348,87, ,
true,24,3.670592,41.0535,88, ,
true,59,3.671048,40.6039,89, ,
true,24,3.67136,37.1406,90, ,
true,21,3.671688,37.8825,91, ,
true,26,3.672192,47.3633,92, ,
true,29,3.67216,41.3342,93, ,
true,38,3.672032,53.7233,94, ,
true,21,3.713456,72.1251,95, ,
true,24,3.7136,35.5437,96, ,
true,24,3.713128,61.8645,97, ,
true,39,3.714248,64.9456,98, ,
true,24,3.713888,39.0966,99, ,
true,23,3.714816,49.878,100, ,
true,38,3.715728,81.6585,101, ,
true,46,3.715312,42.2608,102, ,
true,47,3.756288,38.0143,103, ,
true,62,3.75636,53.0269,104, ,
true,45,3.757216,91.2413,105, ,
true,63,3.758008,68.6846,106, ,
true,50,3.75748,64.4354,107, ,
true,26,3.757648,49.4938,108, ,
true,48,3.75828,54.1176,109, ,
true,21,3.78004,77.7172,110, ,
true,27,3.780752,57.5477,111, ,
true,28,3.77984,121.1497,112, ,
true,60,3.780472,78.1415,113, ,
true,47,3.823912,74.0194,114, ,
true,62,3.821152,81.3785,115, ,
true,61,3.819016,90.4731,116, ,
true,25,3.81808,89.6532,117, ,
true,60,3.850576,184.0845,118, ,
true,20,3.817744,115.1131,119, ,
