Greedy Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, ,
true,48,2.694648,0.2062,136, ,
true,56,0.0,0.1852,136, ,
true,50,0.0,0.1291,136, ,
true,50,0.0,0.0859,137, ,
true,53,0.0,0.133,137, ,
true,53,0.0,0.1147,137, ,
true,46,0.0,0.1052,137, ,
true,48,2.695,0.2282,138, ,
true,48,0.0,0.115,138, ,
true,56,2.69476,0.2234,138, ,
true,40,0.0,0.1241,138, ,
true,58,0.0,0.0828,139, ,
true,47,0.0,0.1387,139, ,
true,60,2.69524,0.2027,139, ,
true,38,0.0,0.0916,139, ,
true,53,2.696264,0.1712,140, ,
true,56,2.694784,0.1855,140, ,
true,56,2.69512,0.1816,140, ,
true,56,2.694208,0.2242,140, ,
false,-1,2.69496,0.2399,141, ,
true,47,0.0,0.1282,141, ,
true,52,2.695624,0.2861,141, ,
true,44,0.0,0.1102,141, ,
true,58,0.0,0.1312,142, ,
true,51,2.695512,0.1668,142, ,
true,60,0.0,0.1382,142, ,
true,45,0.0,0.0893,142, ,
true,50,0.0,0.2379,143, ,
true,45,2.69532,0.2129,143, ,
true,42,0.0,0.1972,143, ,
true,55,2.696472,0.2614,143, ,
true,53,0.0,0.1857,144, ,
true,60,0.0,0.1646,144, ,
true,44,0.0,0.222,144, ,
true,50,0.0,0.1452,144, ,
true,53,2.696192,0.2129,145, ,
true,50,0.0,0.0868,145, ,
true,66,2.695616,0.343,145, ,
true,49,2.695712,0.1825,145, ,
true,62,2.694912,0.2864,146, ,
true,52,0.0,0.116,146, ,
true,52,0.0,0.1221,146, ,
true,37,0.0,0.0689,146, ,
true,55,2.759288,0.2489,147, ,
true,46,0.0,0.1165,147, ,
false,-1,2.696792,0.3317,147, ,
false,-1,0.0,0.1621,147, ,
true,53,0.0,0.1668,148, ,
true,33,0.0,0.1374,148, ,
true,41,2.697856,0.1754,148, ,
true,61,2.69588,0.2035,148, ,
true,59,0.0,0.1078,149, ,
true,54,2.696904,0.1906,149, ,
false,-1,0.0,0.1423,149, ,
true,43,2.693888,0.2849,149, ,
true,60,0.0,0.1325,150, ,
true,54,2.697056,0.4103,150, ,
true,46,2.696928,0.2171,150, ,
true,59,0.0,0.1296,150, ,
false,-1,2.696168,0.275,151, ,
true,57,0.0,0.1312,151, ,
true,50,2.697208,0.1673,151, ,
true,44,0.0,0.1521,151, ,
true,57,2.69712,0.2704,152, ,
false,-1,2.696256,0.4844,152, ,
true,56,2.694152,0.212,152, ,
true,43,0.0,0.1763,152, ,
true,47,0.0,0.1123,153, ,
true,52,0.0,0.1993,153, ,
true,53,2.69736,0.2063,153, ,
true,59,2.69696,0.27,153, ,
true,43,0.0,0.1362,154, ,
true,46,2.698056,0.2389,154, ,
true,57,2.696488,0.185,154, ,
true,56,2.697184,0.2941,154, ,
true,47,0.0,0.0977,155, ,
true,51,2.698,0.3776,155, ,
true,49,0.0,0.1166,155, ,
true,46,0.0,0.1467,155, ,
false,-1,2.69756,0.3897,156, ,
true,39,2.695056,0.2176,156, ,
true,50,0.0,0.1678,156, ,
true,52,2.697768,0.1921,156, ,
true,46,0.0,0.1518,157, ,
true,50,0.0,0.1134,157, ,
true,50,2.697928,0.2099,157, ,
true,53,2.761032,0.384,157, ,
false,-1,2.697456,0.1706,158, ,
true,46,2.693832,0.2508,158, ,
true,48,2.69796,0.1974,158, ,
true,55,2.69796,0.3266,158, ,
true,56,0.0,0.1207,159, ,
true,58,2.699032,0.1802,159, ,
true,53,0.0,0.114,159, ,
true,51,0.0,0.1885,159, ,
true,52,0.0,0.1253,160, ,
true,46,0.0,0.1318,160, ,
true,61,2.69896,0.203,160, ,
true,52,0.0,0.0783,160, ,
true,49,0.0,0.2117,161, ,
false,-1,2.700536,0.2631,161, ,
true,52,2.6954,0.431,161, ,
true,51,2.699024,0.219,161, ,
true,57,2.762584,0.2349,162, ,
true,61,0.0,0.3168,162, ,
true,45,0.0,0.1534,162, ,
true,42,0.0,0.1597,162, ,
true,52,0.0,0.0989,163, ,
true,56,0.0,0.1399,163, ,
true,45,0.0,0.0752,163, ,
true,43,2.698656,0.1572,163, ,
true,46,2.698528,0.1628,164, ,
true,49,0.0,0.1057,164, ,
true,48,2.7628,0.1299,164, ,
true,43,2.762736,0.2619,164, ,
false,-1,2.698464,0.2333,165, ,
true,42,0.0,0.1239,165, ,
true,53,2.763576,0.1414,165, ,
true,56,0.0,0.1347,165, ,
true,61,0.0,0.161,166, ,
false,-1,2.700168,0.3422,166, ,
