Greedy Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, ,
true,54,4.700704,5.4303,4, ,
true,60,2.24632,0.4853,4, ,
true,64,2.120008,0.6101,4, ,
true,43,2.119944,0.4695,4, ,
true,53,2.12,0.396,5, ,
true,61,2.12012,0.2658,5, ,
true,57,2.162016,0.2663,5, ,
false,-1,2.205064,2.0445,5, ,
true,54,2.157968,0.4822,6, ,
true,62,2.119288,0.2823,6, ,
true,64,2.119352,0.3699,6, ,
true,47,2.119192,0.7493,6, ,
true,52,2.119632,0.6873,7, ,
false,-1,2.161584,0.5909,7, ,
true,45,2.117576,0.5121,7, ,
true,63,2.162568,0.3628,7, ,
true,48,2.120736,0.2666,8, ,
true,69,2.120904,0.6173,8, ,
true,57,2.120632,0.3581,8, ,
true,57,2.120856,0.4356,8, ,
true,53,2.120912,0.6035,9, ,
true,67,2.120912,0.4681,9, ,
true,57,2.121392,0.3047,9, ,
false,-1,2.121488,0.334,9, ,
true,47,2.118408,0.3627,10, ,
true,63,0.0,0.2623,10, ,
true,46,2.121672,0.2736,10, ,
true,56,2.121784,0.2706,10, ,
true,61,2.121552,0.2469,11, ,
true,59,2.121968,0.2459,11, ,
true,49,2.121688,0.2611,11, ,
true,44,2.121792,0.2581,11, ,
true,55,0.0,0.3257,12, ,
false,-1,2.12192,0.3694,12, ,
true,54,2.118944,0.3919,12, ,
true,62,2.121856,0.5158,12, ,
true,39,2.121856,0.2086,13, ,
true,44,2.1222,0.4003,13, ,
true,53,2.122256,0.1779,13, ,
true,48,2.122256,0.3746,13, ,
true,61,2.12232,0.2504,14, ,
true,45,2.122368,0.2763,14, ,
true,59,2.122256,0.1607,14, ,
true,50,2.122152,0.2203,14, ,
true,47,2.12232,0.3949,15, ,
true,56,2.122424,0.426,15, ,
true,50,2.122432,0.2596,15, ,
true,61,2.122368,0.3024,15, ,
true,46,0.0,0.142,16, ,
true,60,2.12296,0.3073,16, ,
true,51,2.12268,0.2133,16, ,
true,48,2.12256,0.3054,16, ,
true,54,2.122504,0.1711,17, ,
true,44,2.122728,0.2098,17, ,
true,58,2.164856,0.2599,17, ,
true,58,2.12296,0.1887,17, ,
true,54,2.123016,0.324,18, ,
true,54,2.123064,0.2412,18, ,
true,36,2.165024,0.8315,18, ,
true,50,2.124128,0.4732,18, ,
false,-1,2.123896,0.4462,19, ,
true,51,2.121208,0.3947,19, ,
true,56,2.124008,0.3431,19, ,
true,50,2.124,0.3102,19, ,
true,49,2.123944,0.321,20, ,
true,52,2.124232,0.3029,20, ,
true,50,0.0,0.2867,20, ,
true,52,2.124456,0.2448,20, ,
true,51,2.127336,0.1937,21, ,
true,58,2.127624,0.3197,21, ,
true,50,0.0,0.111,21, ,
true,48,0.0,0.0951,21, ,
true,52,2.127576,0.095,22, ,
true,60,0.0,0.0954,22, ,
true,62,2.127736,0.2404,22, ,
true,44,2.12932,0.1811,22, ,
true,56,2.129592,0.2211,23, ,
true,60,2.129584,0.2389,23, ,
true,43,2.129752,0.2472,23, ,
true,27,2.129584,0.2249,23, ,
true,55,2.129816,0.2238,24, ,
true,55,2.129864,0.1534,24, ,
true,63,2.129752,0.2331,24, ,
true,42,2.129696,0.1603,24, ,
true,43,2.129864,0.1855,25, ,
true,48,2.129864,0.2032,25, ,
true,42,2.129752,0.1583,25, ,
true,45,2.129976,0.2301,25, ,
true,56,0.0,0.1092,26, ,
true,55,2.130216,0.2622,26, ,
true,57,2.130088,0.1858,26, ,
true,42,0.0,0.1997,26, ,
true,49,2.130272,0.1442,27, ,
true,45,2.13048,0.1428,27, ,
true,43,2.130536,0.3082,27, ,
true,41,2.130424,0.1357,27, ,
true,49,2.130432,0.2812,28, ,
true,48,2.130648,0.2432,28, ,
true,51,0.0,0.2525,28, ,
true,45,2.13032,0.1895,28, ,
true,69,2.130368,0.1458,29, ,
true,44,2.172264,0.1733,29, ,
true,56,2.1728,0.1384,29, ,
true,55,2.179752,0.1854,29, ,
true,47,2.250496,0.1942,30, ,
true,60,2.24336,0.128,30, ,
true,42,2.350408,0.1436,30, ,
true,53,2.353544,0.1285,30, ,
false,-1,2.3672,0.1732,31, ,
true,44,2.367952,0.2613,31, ,
true,50,0.0,0.1158,31, ,
true,53,0.0,0.1404,31, ,
true,47,2.38196,0.2282,32, ,
true,47,2.388776,0.1814,32, ,
true,57,0.0,0.1249,32, ,
true,53,2.419432,0.2363,32, ,
true,57,2.422296,0.2457,33, ,
true,51,2.42428,0.1564,33, ,
true,56,2.426008,0.2312,33, ,
true,47,0.0,0.2614,33, ,
true,42,2.611368,0.167,34, ,
true,64,2.645864,0.1174,34, ,
true,55,0.0,0.1247,34, ,
true,53,2.604344,0.1602,34, ,
true,48,0.0,0.1601,35, ,
true,44,2.56256,0.1055,35, ,
true,54,2.562776,0.1332,35, ,
true,64,2.562784,0.137,35, ,
true,54,2.562448,0.1212,36, ,
true,41,0.0,0.1275,36, ,
true,56,2.56284,0.1251,36, ,
true,44,2.563152,0.2164,36, ,
true,56,2.562872,0.162,37, ,
true,49,0.0,0.1032,37, ,
true,56,0.0,0.129,37, ,
true,43,0.0,0.1218,37, ,
true,48,0.0,0.1624,38, ,
true,49,0.0,0.0907,38, ,
true,46,0.0,0.116,38, ,
true,60,0.0,0.2871,38, ,
true,50,0.0,0.0838,39, ,
true,46,0.0,0.3133,39, ,
true,51,2.563456,0.2137,39, ,
true,47,0.0,0.0629,39, ,
true,52,0.0,0.1245,40, ,
true,57,2.563736,0.1627,40, ,
true,51,0.0,0.0643,40, ,
true,53,2.563672,0.1102,40, ,
true,50,0.0,0.0992,41, ,
true,52,0.0,0.1637,41, ,
true,51,0.0,0.1115,41, ,
true,57,0.0,0.0821,41, ,
true,57,0.0,0.101,42, ,
true,54,0.0,0.1186,42, ,
true,61,0.0,0.1136,42, ,
true,46,2.564856,0.1038,42, ,
true,58,0.0,0.1336,43, ,
true,54,0.0,0.1139,43, ,
false,-1,0.0,0.1518,43, ,
true,57,0.0,0.167,43, ,
true,52,0.0,0.1095,44, ,
true,49,2.565304,0.5687,44, ,
true,42,0.0,0.1102,44, ,
true,53,0.0,0.1502,44, ,
true,62,0.0,0.1848,45, ,
true,44,0.0,0.1558,45, ,
true,49,0.0,0.1261,45, ,
true,49,0.0,0.1104,45, ,
true,56,0.0,0.1159,46, ,
true,48,2.607664,0.358,46, ,
true,51,0.0,0.1237,46, ,
true,55,0.0,0.1386,46, ,
true,45,0.0,0.1215,47, ,
true,56,0.0,0.1468,47, ,
true,50,2.607168,0.1762,47, ,
true,49,0.0,0.1279,47, ,
true,49,0.0,0.1279,48, ,
true,55,0.0,0.1369,48, ,
true,47,0.0,0.1328,48, ,
false,-1,2.608,0.2051,48, ,
true,49,2.562488,0.1518,49, ,
true,53,0.0,0.1303,49, ,
true,51,2.608128,0.2366,49, ,
true,49,2.607784,0.256,49, ,
true,41,0.0,0.1324,50, ,
true,53,0.0,0.1799,50, ,
false,-1,2.608112,0.1326,50, ,
true,52,0.0,0.1172,50, ,
true,61,0.0,0.1221,51, ,
true,44,2.608512,0.2222,51, ,
true,57,0.0,0.1284,51, ,
true,52,2.60844,0.2173,51, ,
true,54,0.0,0.1086,52, ,
true,51,0.0,0.1341,52, ,
true,47,0.0,0.1288,52, ,
true,50,0.0,0.1561,52, ,
true,52,2.608552,0.212,53, ,
true,51,2.6084,0.1376,53, ,
true,51,0.0,0.1034,53, ,
true,44,0.0,0.1359,53, ,
true,46,2.608968,0.1869,54, ,
true,43,0.0,0.1879,54, ,
true,64,2.608896,0.2466,54, ,
true,60,0.0,0.1584,54, ,
true,56,0.0,0.1674,55, ,
true,52,0.0,0.179,55, ,
true,52,0.0,0.13,55, ,
true,57,0.0,0.1842,55, ,
true,61,0.0,0.1967,56, ,
true,54,2.609232,0.209,56, ,
true,59,0.0,0.1784,56, ,
true,55,0.0,0.1621,56, ,
true,51,0.0,0.114,57, ,
true,47,0.0,0.1184,57, ,
true,58,0.0,0.1229,57, ,
true,52,0.0,0.1243,57, ,
true,61,0.0,0.1166,58, ,
true,52,0.0,0.1018,58, ,
true,56,0.0,0.1146,58, ,
true,47,2.609712,0.1315,58, ,
true,48,2.60948,0.1513,59, ,
true,56,0.0,0.1785,59, ,
true,45,0.0,0.0943,59, ,
true,50,0.0,0.1727,59, ,
true,54,2.609944,0.1585,60, ,
false,-1,0.0,0.2343,60, ,
true,53,0.0,0.1226,60, ,
true,49,0.0,0.11,60, ,
true,55,2.609832,0.1628,61, ,
true,49,0.0,0.1248,61, ,
true,59,0.0,0.1488,61, ,
true,48,0.0,0.1327,61, ,
true,42,0.0,0.1044,62, ,
true,53,0.0,0.1234,62, ,
false,-1,0.0,0.0812,62, ,
true,48,0.0,0.1221,62, ,
true,48,0.0,0.1057,63, ,
true,62,0.0,0.1418,63, ,
false,-1,0.0,0.1621,63, ,
true,48,0.0,0.1434,63, ,
true,44,0.0,0.1091,64, ,
true,47,2.610016,0.147,64, ,
true,51,0.0,0.0962,64, ,
true,52,2.610456,0.1261,64, ,
true,48,0.0,0.1059,65, ,
true,51,0.0,0.1671,65, ,
false,-1,0.0,0.1347,65, ,
true,46,2.565224,0.1263,65, ,
true,50,0.0,0.1012,66, ,
true,49,0.0,0.1104,66, ,
true,46,0.0,0.1365,66, ,
true,58,0.0,0.1544,66, ,
true,59,0.0,0.121,67, ,
true,46,0.0,0.1798,67, ,
true,60,2.610504,0.232,67, ,
true,48,0.0,0.0884,67, ,
true,44,0.0,0.1559,68, ,
true,54,0.0,0.1272,68, ,
false,-1,2.611112,0.1884,68, ,
true,38,0.0,0.0957,68, ,
true,52,0.0,0.148,69, ,
false,-1,2.56888,0.1557,69, ,
true,59,2.565488,0.1962,69, ,
false,-1,2.568816,0.4111,69, ,
true,42,0.0,0.1527,70, ,
true,43,0.0,0.1114,70, ,
true,45,0.0,0.1101,70, ,
false,-1,2.569032,0.1974,70, ,
true,41,0.0,0.0842,71, ,
false,-1,0.0,0.1215,71, ,
true,51,0.0,0.0908,71, ,
true,54,0.0,0.1316,71, ,
true,45,0.0,0.0853,72, ,
true,64,0.0,0.1674,72, ,
true,48,0.0,0.0868,72, ,
true,46,0.0,0.139,72, ,
true,45,0.0,0.0907,73, ,
true,47,0.0,0.0847,73, ,
true,48,0.0,0.1758,73, ,
true,51,0.0,0.1413,73, ,
false,-1,2.56924,0.2478,74, ,
true,52,0.0,0.1662,74, ,
false,-1,2.61176,0.2122,74, ,
false,-1,2.566608,0.1528,74, ,
false,-1,2.566856,0.1492,75, ,
false,-1,0.0,0.1904,75, ,
true,53,2.566768,0.1445,75, ,
true,54,0.0,0.194,75, ,
true,49,2.611816,0.1217,76, ,
true,45,0.0,0.2062,76, ,
true,48,2.612048,0.1198,76, ,
true,54,0.0,0.1405,76, ,
true,59,2.611952,0.1773,77, ,
true,46,0.0,0.1024,77, ,
true,48,2.611864,0.1972,77, ,
true,63,2.611496,0.1417,77, ,
true,60,0.0,0.0823,78, ,
true,59,2.61196,0.1932,78, ,
true,53,2.612008,0.2014,78, ,
true,51,0.0,0.1181,78, ,
true,45,2.6124,0.1096,79, ,
true,46,0.0,0.1073,79, ,
true,42,0.0,0.146,79, ,
true,51,0.0,0.0901,79, ,
true,52,0.0,0.1151,80, ,
true,46,0.0,0.1187,80, ,
false,-1,0.0,0.1889,80, ,
true,55,0.0,0.126,80, ,
false,-1,2.612592,0.2137,81, ,
true,62,0.0,0.109,81, ,
true,52,0.0,0.2006,81, ,
false,-1,2.613144,0.1677,81, ,
true,40,2.610104,0.1959,82, ,
true,41,0.0,0.0853,82, ,
true,61,0.0,0.1302,82, ,
false,-1,0.0,0.1156,82, ,
false,-1,2.56816,0.1801,83, ,
true,54,0.0,0.15,83, ,
true,47,0.0,0.173,83, ,
true,49,2.612848,0.1891,83, ,
true,48,2.61272,0.383,84, ,
true,50,0.0,0.1346,84, ,
true,58,0.0,0.1096,84, ,
true,50,0.0,0.116,84, ,
true,51,2.613608,0.1439,85, ,
true,48,0.0,0.1277,85, ,
true,54,0.0,0.2036,85, ,
false,-1,0.0,0.1159,85, ,
true,44,0.0,0.081,86, ,
false,-1,2.613472,0.2462,86, ,
true,48,0.0,0.0827,86, ,
true,44,0.0,0.1357,86, ,
true,50,0.0,0.1613,87, ,
true,46,0.0,0.1179,87, ,
false,-1,2.613832,0.2361,87, ,
true,45,0.0,0.1305,87, ,
true,59,0.0,0.1115,88, ,
true,55,2.61384,0.2939,88, ,
true,54,2.6136,0.1713,88, ,
true,55,0.0,0.1791,88, ,
true,59,2.613816,0.3243,89, ,
true,51,0.0,0.1839,89, ,
true,54,0.0,0.1423,89, ,
true,50,0.0,0.1218,89, ,
true,45,2.613984,0.1651,90, ,
true,59,2.613312,0.2957,90, ,
false,-1,0.0,0.1657,90, ,
true,50,0.0,0.1177,90, ,
true,58,2.614096,0.2142,91, ,
false,-1,0.0,0.2669,91, ,
true,48,2.61128,0.1917,91, ,
true,58,2.613904,0.1632,91, ,
true,49,0.0,0.1029,92, ,
true,53,0.0,0.1296,92, ,
true,58,0.0,0.1237,92, ,
true,52,2.613896,0.1561,92, ,
false,-1,2.613648,0.1667,93, ,
true,52,0.0,0.1481,93, ,
true,51,2.61396,0.1755,93, ,
true,57,2.613816,0.2029,93, ,
true,40,0.0,0.117,94, ,
false,-1,2.614096,0.181,94, ,
true,50,2.611624,0.2583,94, ,
true,52,0.0,0.1778,94, ,
true,62,2.614504,0.1773,95, ,
false,-1,2.61436,0.229,95, ,
true,47,0.0,0.2902,95, ,
true,46,2.614928,0.2415,95, ,
true,62,2.614864,0.1746,96, ,
true,57,2.614184,0.1862,96, ,
true,55,0.0,0.1248,96, ,
true,53,2.614592,0.1488,96, ,
true,53,0.0,0.333,97, ,
true,51,2.615168,0.216,97, ,
true,59,0.0,0.181,97, ,
true,52,0.0,0.1602,97, ,
true,46,0.0,0.0941,98, ,
true,53,0.0,0.1183,98, ,
true,56,0.0,0.1202,98, ,
true,57,0.0,0.1114,98, ,
true,48,0.0,0.111,99, ,
true,53,0.0,0.1899,99, ,
true,43,0.0,0.1197,99, ,
false,-1,2.615432,0.1901,99, ,
true,57,0.0,0.1737,100, ,
true,55,0.0,0.182,100, ,
true,36,2.615832,0.179,100, ,
true,49,0.0,0.142,100, ,
true,53,2.616112,0.197,101, ,
true,58,2.616,0.1624,101, ,
true,64,2.615832,0.2732,101, ,
true,51,0.0,0.1681,101, ,
true,54,2.616256,0.2568,102, ,
true,49,0.0,0.1613,102, ,
true,46,2.616168,0.1855,102, ,
true,55,2.615992,0.2109,102, ,
true,48,0.0,0.1096,103, ,
true,57,0.0,0.0965,103, ,
true,45,2.616336,0.2369,103, ,
true,51,0.0,0.1208,103, ,
true,62,0.0,0.2169,104, ,
true,50,0.0,0.0647,104, ,
true,57,0.0,0.182,104, ,
true,48,0.0,0.0701,104, ,
true,58,2.616248,0.2194,105, ,
true,53,0.0,0.1377,105, ,
true,49,0.0,0.0657,105, ,
true,45,0.0,0.089,105, ,
