CSP Algorithm,,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, , Start, Modelled, Solved, Decoded,
false,-1,13.592208,269.8926,4, ,39.9196,294.1834,304.6991,305.0313,
true,37,3.206168,56.876,4, ,314.7913,327.2506,370.0871,371.1626,
false,-1,3.093288,7.2508,4, ,380.8044,387.4122,387.9988,388.0425,
true,53,3.219264,25.0366,4, ,394.4272,402.648,419.2462,419.3901,
false,-1,3.096248,10.7627,5, ,428.5525,438.2294,439.2061,439.2835,
false,-1,3.034536,6.8696,5, ,445.3344,451.0442,452.0997,452.1672,
true,59,3.228808,26.7505,5, ,458.8899,464.0152,485.2885,485.4827,
true,50,2.926912,9.3797,5, ,492.9442,495.8794,502.1041,502.2511,
false,-1,3.046424,6.292,6, ,514.2974,519.3511,520.4263,520.572,
true,46,3.854152,795.8706,6, ,529.8775,532.2909,1325.2618,1325.5874,
false,-1,3.495736,9.6587,6, ,1338.4178,1345.423,1347.9209,1348.0524,
true,36,3.56684,12.4762,6, ,1362.6945,1365.7892,1374.9063,1375.0587,
true,45,3.6388,22.6474,7, ,1391.4622,1395.3863,1405.0822,1413.908,
false,-1,0.0,3.6983,7, ,1427.7929,1430.8088,1431.4046,1431.471,
true,52,3.697296,3427.6305,7, ,1445.4258,1448.6561,4872.856,4873.0062,
true,46,3.554912,111.1092,7, ,4881.3427,4883.558,4992.2664,4992.388,
true,56,3.744304,5056.0057,8, ,5001.4082,5003.1859,10057.2746,10057.3757,
false,-1,3.409376,1.7692,8, ,10066.7825,10068.1551,10068.4856,10068.5358,
false,-1,3.630488,2.1555,8, ,10076.4698,10078.1413,10078.5566,10078.6159,
false,-1,3.504272,3.3908,8, ,10085.9083,10088.6679,10089.1918,10089.2524,
false,-1,3.509416,3.8639,9, ,10097.6268,10100.4072,10101.3166,10101.4391,
false,-1,3.48892,2.6969,9, ,10111.3154,10113.5212,10113.9361,10113.9858,
true,56,3.694176,4595.7604,9, ,10122.5571,10124.7422,14718.0961,14718.2564,
false,-1,3.446856,1.6272,9, ,14728.1232,14729.3754,14729.6648,14729.714,
false,-1,3.443984,1.4307,10, ,14739.568,14740.6432,14740.9156,14740.9664,
true,52,3.626152,6.4019,10, ,14750.9432,14753.8769,14757.2258,14757.2931,
true,47,3.501096,3.2626,10, ,14765.2094,14766.2416,14768.287,14768.389,
false,-1,3.5064,1.5128,10, ,14775.7227,14776.9241,14777.1752,14777.2236,
true,52,3.675832,3.9561,11, ,14783.8224,14785.1292,14787.6833,14787.749,
false,-1,3.600696,1.5831,11, ,14795.1865,14796.4484,14796.6956,14796.7571,
true,56,5.231648,1.33572351024E7,11, ,14804.7898,14806.871,1.33720391943E7,1.33720398087E7,
true,58,3.576888,8.8503,11, ,1.33720561681E7,1.33720589296E7,1.33720648233E7,1.33720649566E7,
false,-1,3.451432,2.9075,12, ,1.33720818084E7,1.33720841121E7,1.33720846378E7,1.33720846868E7,
false,-1,3.42824,1.6852,12, ,1.33720942596E7,1.33720955603E7,1.33720958543E7,1.33720959033E7,
