Greedy Brute Force,,,,,Brute Force,,,,,Brute Force (Greedy Optimised),,,,,CSP Algorithm,,,,,CSP (Randomised Optimisation),,,,
Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM (MB),Time (ms),,Valid?,Score,RAM,Time (ms),
TRUE,62,3.66812,12.1961, ,TRUE,66,48.479992,24.1483, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,46,3.66768,9.4643, ,TRUE,58,45.101536,25.8398, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,47,3.671144,12.5474, ,TRUE,61,48.482896,27.7839, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,26,3.669696,12.4095, ,TRUE,39,48.429296,34.1879, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,48,3.668376,12.0359, ,TRUE,62,48.089048,26.2008, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,49,3.66768,7.2684, ,TRUE,61,44.289928,20.8504, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,37,3.676208,7.7667, ,TRUE,41,48.505088,31.7326, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,50,3.669688,9.0105, ,TRUE,62,48.095072,25.3739, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,29,3.667688,10.4303, ,TRUE,40,48.467016,24.5305, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,28,3.668272,12.4604, ,TRUE,40,48.134432,25.8556, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,40,3.668016,12.8422, ,TRUE,45,48.768152,28.5496, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,30,3.66808,11.0127, ,TRUE,42,48.078824,26.4704, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,46,3.66812,13.2639, ,TRUE,60,48.523704,26.7775, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,49,3.668576,10.3176, ,TRUE,59,48.824344,25.2003, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,48,3.668152,11.0508, ,TRUE,58,48.527936,25.3746, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,24,3.667808,10.0794, ,TRUE,39,44.501704,22.1193, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,27,3.672832,14.9681, ,TRUE,41,49.84556,25.409, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,22,3.6742,11.0763, ,TRUE,35,46.392128,27.2875, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,22,3.674096,8.4239, ,TRUE,35,48.478272,27.9041, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,25,3.669792,9.6426, ,TRUE,36,48.49528,28.6236, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,40,3.668344,13.5899, ,TRUE,44,48.5232,26.2865, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,31,3.667936,13.9956, ,TRUE,42,50.9216,29.8727, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,25,3.66792,10.4472, ,TRUE,37,46.394288,27.7953, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,45,3.673296,12.6111, ,TRUE,59,48.10008,34.5068, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,27,3.669368,10.8316, ,TRUE,39,48.792824,30.4162, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,47,3.668152,9.262, ,TRUE,62,48.441352,24.407, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,47,3.667992,9.3377, ,TRUE,59,46.350096,26.3331, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,51,3.672832,13.0022, ,TRUE,63,48.900944,28.691, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,45,3.672368,12.4428, ,TRUE,59,48.132144,28.4816, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,47,3.67164,8.3292, ,TRUE,56,48.482808,24.8499, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,49,3.669232,9.8964, ,TRUE,59,48.424928,29.8344, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,50,3.669016,12.391, ,TRUE,64,48.869736,27.1055, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,62,3.669232,12.9861, ,TRUE,65,48.487104,26.9635, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,47,3.669864,14.5062, ,TRUE,62,50.924352,30.0636, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,49,3.669424,16.6807, ,TRUE,64,48.07048,35.8209, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,25,3.669368,8.5759, ,TRUE,38,50.909992,30.7953, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,38,3.669096,9.7203, ,TRUE,41,48.099824,25.7556, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,52,3.669216,13.3816, ,TRUE,63,48.47004,29.8394, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
TRUE,27,3.669048,13.531, ,TRUE,38,50.849792,33.1928, ,FALSE,0,0,0, ,FALSE,0,0,0, ,FALSE,0,0,0, 
