Greedy Brute Force, , , , ,Brute Force, , , , ,Brute Force (Greedy Optimised), , , , ,CSP Algorithm, , , , ,CSP (Randomised Optimisation), ,
Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM (MB), Time (ms), ,Valid?, Score, RAM, Time (ms), ,
true,53,0.0,0.0898, ,true,58,0.0,0.1101, ,true,68,4.005256,2.9713, ,true,44,3.61436,3.7156, ,true,61,3.90836,9.428, ,
true,42,0.0,0.1196, ,true,49,0.0,0.2228, ,true,54,3.98024,3.8202, ,true,43,3.705224,11.9444, ,true,50,3.985048,4.8215, ,
false,-1,2.824592,0.4478, ,false,-1,2.821912,0.3836, ,false,-1,4.227856,9.9221, ,false,-1,3.589384,3.006, ,false,-1,3.58992,3.9525, ,
true,47,2.797744,0.4148, ,true,50,0.0,0.2687, ,true,62,3.51404,3.1381, ,true,49,3.61816,3.1279, ,true,58,3.878528,7.6175, ,
true,43,0.0,0.0583, ,true,47,0.0,0.1832, ,true,57,3.739992,2.3553, ,false,-1,3.548104,1.3483, ,false,-1,3.543504,1.0954, ,
true,53,0.0,0.1095, ,true,53,2.848496,0.2259, ,true,60,4.344256,6.3078, ,true,54,3.637216,7.3295, ,true,55,3.93708,6.3352, ,
true,61,0.0,0.1468, ,true,67,0.0,0.1472, ,true,72,4.787512,9.1065, ,true,62,3.474152,2.8797, ,true,64,3.739216,5.284, ,
true,57,0.0,0.14, ,true,57,2.83456,0.1919, ,true,62,4.275944,4.5294, ,true,52,3.511584,2.7476, ,true,53,3.812776,6.3824, ,
true,58,0.0,0.0889, ,true,62,0.0,0.132, ,true,66,4.033792,5.1489, ,false,-1,3.702016,1.6561, ,false,-1,3.69432,1.7373, ,
true,55,0.0,0.1734, ,true,61,0.0,0.1491, ,true,63,4.160712,3.512, ,false,-1,3.715152,1.0653, ,false,-1,3.714544,1.2038, ,
true,55,0.0,0.065, ,true,63,0.0,0.116, ,true,69,4.239648,3.4815, ,true,58,3.707224,3.0939, ,true,63,3.967328,7.3362, ,
true,47,0.0,0.1031, ,true,59,0.0,0.1596, ,true,66,3.956088,3.585, ,true,47,3.810608,4.5794, ,true,59,4.095112,10.5028, ,
true,53,0.0,0.1143, ,true,58,0.0,0.1879, ,true,68,4.404792,4.7158, ,true,48,3.618688,2.4032, ,true,60,3.880608,4.2145, ,
true,53,0.0,0.0718, ,true,59,0.0,0.097, ,true,63,4.584,7.6074, ,true,54,3.742856,3.976, ,true,55,4.026552,8.0975, ,
true,67,0.0,0.0773, ,true,70,0.0,0.1608, ,true,70,4.871368,6.4472, ,true,61,3.920656,5.3986, ,true,60,4.215168,9.2072, ,
true,55,0.0,0.064, ,true,63,0.0,0.1226, ,true,73,3.824296,2.4669, ,false,-1,3.610816,1.3022, ,false,-1,3.610184,1.5982, ,
true,54,0.0,0.057, ,true,60,0.0,0.0874, ,true,66,4.020408,2.8097, ,true,53,3.684728,2.7889, ,true,63,3.95748,3.976, ,
true,52,0.0,0.047, ,true,56,0.0,0.1662, ,true,67,3.740576,3.7787, ,false,-1,3.547928,1.1087, ,false,-1,3.544944,1.0097, ,
true,53,0.0,0.0524, ,true,61,0.0,0.1698, ,true,66,4.020016,3.6494, ,true,57,3.756328,3.2983, ,true,50,4.025392,7.6777, ,
true,35,0.0,0.0401, ,true,37,0.0,0.0845, ,true,63,3.805144,2.4154, ,true,37,3.482984,2.3747, ,true,58,3.741496,3.6812, ,
true,50,0.0,0.0976, ,true,52,0.0,0.1093, ,true,59,4.148664,3.3138, ,false,-1,3.612152,0.8151, ,false,-1,3.60988,0.86, ,
true,47,0.0,0.0538, ,true,50,0.0,0.1158, ,true,55,4.7912,5.3938, ,true,41,3.50136,4.292, ,true,46,3.754224,3.7868, ,
true,54,0.0,0.0465, ,true,56,0.0,0.0741, ,true,63,3.547544,1.7023, ,true,51,3.625536,2.336, ,true,64,3.891016,6.2304, ,
true,64,0.0,0.0625, ,true,64,0.0,0.0828, ,true,66,4.940112,5.1388, ,false,-1,3.515384,0.7665, ,false,-1,3.512024,0.9261, ,
true,54,0.0,0.0507, ,true,61,0.0,0.1601, ,true,64,4.504984,6.5916, ,true,52,3.770688,4.9709, ,true,50,4.0136,6.3082, ,
true,55,0.0,0.086, ,true,62,0.0,0.1555, ,true,68,4.320152,3.6114, ,true,50,3.679432,2.8562, ,true,62,3.95152,6.1179, ,
false,-1,0.0,0.1149, ,false,-1,0.0,0.15, ,false,-1,4.440416,4.456, ,false,-1,3.575104,1.6325, ,false,-1,3.575488,2.6216, ,
true,55,0.0,0.0778, ,true,62,0.0,0.1859, ,true,64,4.750944,8.6052, ,true,56,3.825064,3.2607, ,true,58,4.1414,4.7772, ,
true,48,0.0,0.0594, ,true,51,0.0,0.1937, ,true,59,4.442856,3.5627, ,false,-1,3.515408,0.8493, ,false,-1,3.513952,0.8923, ,
true,53,0.0,0.1128, ,true,52,0.0,0.0914, ,true,63,3.454328,1.4875, ,true,56,3.6642,6.326, ,true,59,3.952272,6.2229, ,
true,53,0.0,0.138, ,true,58,0.0,0.1235, ,true,69,3.57824,3.2941, ,true,49,3.649408,3.1536, ,true,66,3.889224,4.542, ,
true,61,0.0,0.0688, ,true,61,0.0,0.1369, ,true,72,3.208584,1.0464, ,false,-1,3.640032,0.8976, ,false,-1,3.63692,0.8708, ,
true,51,0.0,0.093, ,true,51,0.0,0.0914, ,true,67,3.455176,2.3051, ,true,47,3.641408,2.7481, ,true,62,3.955104,6.3545, ,
true,54,0.0,0.0756, ,true,57,0.0,0.1213, ,true,63,3.951456,2.6447, ,true,49,3.825728,24.1031, ,true,54,4.08096,7.5973, ,
true,47,0.0,0.0474, ,true,54,0.0,0.1022, ,true,64,4.1364,2.9338, ,true,48,3.455024,1.9864, ,true,57,3.703944,3.2035, ,
true,60,0.0,0.0899, ,true,64,0.0,0.1047, ,true,72,4.136128,4.4322, ,false,-1,3.454552,1.2866, ,false,-1,3.451376,1.8382, ,
true,60,0.0,0.0794, ,true,63,0.0,0.2018, ,true,71,4.197896,5.0318, ,false,-1,3.455824,0.8579, ,false,-1,3.451464,0.8358, ,
true,53,0.0,0.1179, ,true,55,0.0,0.1677, ,true,63,4.07476,2.7685, ,true,51,3.703848,3.2683, ,true,61,3.952296,4.847, ,
true,50,0.0,0.0483, ,true,51,0.0,0.0918, ,true,65,3.208824,0.868, ,false,-1,3.639016,0.9588, ,false,-1,3.636872,1.0837, ,
true,52,0.0,0.0627, ,true,61,0.0,0.2499, ,true,65,4.382472,3.4792, ,true,52,3.764584,2.9771, ,true,52,4.016672,4.529, ,
true,46,0.0,0.0444, ,true,46,0.0,0.0936, ,true,53,3.890096,3.9569, ,false,-1,3.700976,0.9444, ,false,-1,3.698632,0.9316, ,
true,50,0.0,0.0437, ,true,55,0.0,0.1009, ,true,65,3.889872,3.6636, ,true,51,3.775768,3.3241, ,true,58,4.074672,8.8706, ,
true,58,0.0,0.047, ,true,65,0.0,0.1027, ,true,68,4.690592,6.9558, ,true,61,3.791016,6.7288, ,true,59,4.07688,6.5128, ,
true,55,0.0,0.0933, ,true,57,0.0,0.0879, ,true,68,3.763328,3.1385, ,false,-1,3.642272,1.1937, ,false,-1,3.63668,1.0519, ,
true,42,0.0,0.0503, ,true,43,0.0,0.1293, ,true,63,3.024408,0.5201, ,false,-1,3.639608,1.0313, ,false,-1,3.63664,0.8849, ,
true,52,0.0,0.0431, ,true,55,0.0,0.0669, ,true,70,3.024016,0.4785, ,false,-1,3.392904,1.3787, ,false,-1,3.39028,0.662, ,
true,54,0.0,0.0668, ,true,54,0.0,0.1284, ,true,58,4.444144,3.7166, ,false,-1,3.639152,0.8862, ,false,-1,3.636256,1.0545, ,
true,54,0.0,0.0777, ,true,58,0.0,0.0784, ,true,73,3.951384,4.0922, ,false,-1,3.57752,0.8408, ,false,-1,3.576008,0.8723, ,
true,58,0.0,0.0842, ,true,65,0.0,0.1047, ,true,71,4.50588,3.7014, ,false,-1,3.516008,1.0451, ,false,-1,3.5148,0.9882, ,
true,52,0.0,0.0553, ,true,55,0.0,0.0784, ,true,69,3.88976,2.383, ,false,-1,3.7034,0.9758, ,false,-1,3.6978,0.9477, ,
true,50,0.0,0.0583, ,true,56,0.0,0.1494, ,true,65,3.824808,2.7887, ,true,47,3.58068,3.2058, ,true,61,3.826064,4.5739, ,
