Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, ,
true,57,4.699752,3.0317,1, ,
true,71,2.244872,0.2922,1, ,
true,38,2.139096,0.2479,1, ,
true,55,2.139152,0.1666,1, ,
true,44,2.202144,0.4651,2, ,
true,59,2.202392,0.3179,2, ,
true,48,2.139896,0.6549,2, ,
true,46,2.13956,0.1958,2, ,
true,70,2.202608,0.846,3, ,
true,56,2.139856,0.8996,3, ,
true,68,2.140136,1.0536,3, ,
true,65,2.140152,0.4798,3, ,
true,57,2.13992,0.4489,4, ,
true,56,2.203248,0.4829,4, ,
true,58,2.140256,0.4502,4, ,
true,56,2.140144,0.473,4, ,
true,62,2.140144,0.493,5, ,
true,57,0.0,0.7495,5, ,
true,53,0.0,0.5764,5, ,
true,63,2.140376,0.7365,5, ,
true,56,2.140312,0.5956,6, ,
true,68,2.140536,0.8929,6, ,
true,65,2.140864,0.4238,6, ,
true,71,2.14104,0.3258,6, ,
true,44,2.141456,0.7806,7, ,
true,57,2.141736,0.6778,7, ,
true,50,2.141848,1.5039,7, ,
true,53,2.142016,0.4655,7, ,
true,58,2.204784,1.3611,8, ,
true,60,2.142024,2.3177,8, ,
true,51,2.142248,0.5885,8, ,
true,53,2.20504,0.4431,8, ,
true,51,2.205272,0.2621,9, ,
true,63,0.0,0.5104,9, ,
true,47,2.205144,0.9629,9, ,
true,54,2.205512,0.6778,9, ,
true,55,2.268144,0.6215,10, ,
true,50,2.205296,0.6094,10, ,
true,54,2.205568,0.305,10, ,
true,41,2.205552,0.3832,10, ,
true,54,2.20568,0.5269,11, ,
true,50,2.206384,0.4343,11, ,
true,51,2.207664,0.439,11, ,
true,47,0.0,0.4943,11, ,
true,59,0.0,0.7659,12, ,
true,48,2.207824,10.2826,12, ,
true,64,2.207824,0.6339,12, ,
true,51,2.207952,0.6994,12, ,
true,51,2.208056,0.3971,13, ,
true,47,2.207816,0.5973,13, ,
true,60,2.208272,0.4707,13, ,
true,50,2.208048,0.4407,13, ,
true,65,2.208232,0.4282,14, ,
true,53,2.271344,0.6373,14, ,
true,70,2.209152,0.6852,14, ,
true,51,2.208864,0.5937,14, ,
true,57,2.208984,0.5421,15, ,
true,58,2.209448,0.3566,15, ,
true,62,2.20944,0.2847,15, ,
true,46,2.209312,0.498,15, ,
true,64,2.209488,0.4121,16, ,
true,59,2.212592,0.6086,16, ,
true,55,2.212584,0.269,16, ,
true,54,2.212592,0.4375,16, ,
true,42,2.212424,0.4562,17, ,
true,60,2.212648,0.208,17, ,
true,64,2.212648,0.3968,17, ,
true,58,2.212256,0.4712,17, ,
true,53,2.21248,0.428,18, ,
true,60,2.212768,0.4223,18, ,
true,69,2.212664,0.3732,18, ,
true,56,2.212768,0.3386,18, ,
true,47,2.2126,0.5767,19, ,
true,57,2.213104,0.3555,19, ,
true,44,2.212832,0.3487,19, ,
true,54,2.212872,0.4739,19, ,
true,59,2.21288,0.2688,20, ,
true,49,2.213104,0.2762,20, ,
true,52,2.213168,0.4001,20, ,
true,46,2.213152,0.3872,20, ,
true,62,2.27624,0.5491,21, ,
true,55,0.0,0.5048,21, ,
true,57,2.276192,0.5356,21, ,
true,52,2.276552,0.5154,21, ,
true,55,2.276288,0.8431,22, ,
true,63,2.276568,0.5215,22, ,
true,66,2.276632,0.5492,22, ,
true,52,2.27692,0.4843,22, ,
true,56,2.276632,0.4574,23, ,
true,52,2.276712,0.3967,23, ,
true,49,2.27668,0.5166,23, ,
true,58,2.276728,0.5644,23, ,
true,59,2.276672,0.4054,24, ,
true,61,2.276944,0.2502,24, ,
true,59,2.277184,0.416,24, ,
true,45,2.276792,0.3886,24, ,
true,55,0.0,0.5034,25, ,
true,55,2.340392,0.5525,25, ,
true,41,2.372488,0.4282,25, ,
false,-1,2.44456,2.1879,25, ,
true,49,2.468736,2.9558,26, ,
true,52,2.53264,0.6774,26, ,
true,52,0.0,0.5177,26, ,
true,58,0.0,0.4581,26, ,
true,50,0.0,0.4983,27, ,
true,54,2.540048,0.5033,27, ,
true,53,0.0,0.593,27, ,
true,49,0.0,0.6461,27, ,
true,55,0.0,0.7505,28, ,
true,59,2.709656,0.606,28, ,
true,54,0.0,0.5955,28, ,
false,-1,0.0,1.0996,28, ,
true,56,2.753072,0.677,29, ,
true,55,2.799288,0.6766,29, ,
true,58,2.803608,0.7438,29, ,
true,71,2.706872,0.6505,29, ,
true,48,2.770168,0.4161,30, ,
true,55,2.770216,0.6415,30, ,
true,42,2.707128,0.5803,30, ,
true,52,2.707264,0.6213,30, ,


The DEFAULT parameters of the random test data: Days:5  Hours:8  Rooms:5  Sessions:12  Individuals:25 (Ignore for the specified parameter).
