CSP (Randomised Optimisation),,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, , Start, Modelled, Solved, Decoded,
true,61,33.801216,6650.4595,4, ,39.075099,502.8818,6683.4471,6684.9041,
true,27,34.903504,5619.0614,5, ,6701.718299,6866.2461,12319.6673,12320.4739,
false,-1,22.423544,122.6466,6, ,12332.9791,12452.884,12455.3485,12455.4432,
true,32,39.310664,5074.4364,7, ,12480.4174,12580.0882,17554.2523,17554.5385,
true,39,37.240208,5652.8435,8, ,17564.545899,17669.8282,23217.064899,23217.2873,
true,55,36.310696,4607.394201,9, ,23226.822699,23322.132299,27833.868499,27834.0256,
true,42,35.744448,4478.0859,10, ,27843.392399,27956.6215,32321.0443,32321.215499,
true,39,37.697224,4472.4937,11, ,32332.3595,32441.609399,36804.4157,36804.6988,
false,-1,24.677952,94.9129,12, ,36814.915099,36906.2772,36909.5812,36909.7414,
false,-1,40.070104,96.467901,13, ,36919.652399,37014.261999,37015.9331,37016.0138,
true,58,37.043792,4704.4851,14, ,37024.2303,37116.9495,41728.4142,41728.6075,
false,-1,44.556312,86.064699,15, ,41738.9411,41823.1817,41824.7506,41824.863399,
true,55,39.514504,4839.744499,16, ,41835.261799,41946.6162,46674.6146,46674.7716,
false,-1,25.138032,84.9492,17, ,46684.8757,46768.541399,46769.5935,46769.673799,
false,-1,41.093976,82.8189,18, ,46777.6812,46857.6986,46860.2697,46860.350099,
true,63,45.090232,4909.2066,19, ,46868.6764,46960.6378,51777.3199,51777.712399,
false,-1,23.206072,97.493499,20, ,51788.877599,51884.3505,51885.9301,51886.0231,
false,-1,44.956904,76.3305,21, ,51896.4258,51971.4169,51972.551199,51972.626,
false,-1,40.481096,97.4605,22, ,51981.8157,52077.6106,52079.0336,52079.179999,
false,-1,26.515816,76.036601,23, ,52087.691699,52162.621399,52163.525699,52163.6052,
false,-1,27.908088,98.2946,24, ,52172.3942,52269.398199,52270.4653,52270.541,
false,-1,37.931592,87.6031,25, ,52279.930899,52366.3059,52367.373,52367.4374,
true,59,40.286576,4610.0057,26, ,52376.544199,52474.419199,56986.222999,56986.407399,
false,-1,29.235576,102.784301,27, ,56996.164,57097.262899,57098.717999,57098.7733,
true,64,40.356624,4630.98,28, ,57109.1391,57214.6933,61739.765999,61739.8927,
true,38,41.616608,3888.4022,29, ,61749.0112,61829.3257,65637.149399,65637.2831,
false,-1,24.278904,72.8386,30, ,65646.7433,65718.567,65719.390699,65719.465999,
true,35,42.041192,3549.1229,31, ,65727.7422,65804.6058,69276.6521,69276.7971,
