Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, ,
true,50,4.699728,12.9507,1, ,
true,43,2.840408,8.7404,2, ,
true,65,3.008464,9.301,3, ,
true,67,3.198992,7.1629,4, ,
true,43,3.366976,5.2486,5, ,
true,48,3.540344,7.7728,6, ,
true,63,3.695192,4.7583,7, ,
true,67,3.862352,5.2856,8, ,
true,66,4.057416,5.9717,9, ,
true,73,4.251688,6.5344,10, ,
true,46,4.227616,2.5196,11, ,
true,47,4.62336,10.4894,12, ,
true,73,4.784944,3.4456,13, ,
true,46,4.76076,3.4515,14, ,
true,44,4.957352,3.4401,15, ,
true,72,5.12432,3.9282,16, ,
true,45,5.404216,30.7145,17, ,
true,73,5.418104,8.4117,18, ,
true,45,5.777976,13.2282,19, ,
true,70,6.182312,8.1834,20, ,
true,53,6.194568,9.4486,21, ,
true,64,6.195912,10.2148,22, ,
true,67,6.59744,12.5884,23, ,
true,68,6.763672,12.437,24, ,
true,53,6.965272,10.3751,25, ,
true,68,7.209264,7.9875,26, ,
true,69,7.229728,11.1928,27, ,
true,47,7.243136,8.4573,28, ,
true,70,7.567864,10.7497,29, ,
true,46,7.921032,7.3657,30, ,
true,75,8.4368,13.2425,31, ,
true,74,44.755272,19.2408,32, ,
true,45,48.395288,19.5746,33, ,
true,72,8.333712,17.1939,34, ,
true,46,48.395552,20.571,35, ,
true,72,9.373456,17.0122,36, ,
true,71,44.593432,19.6464,37, ,
true,50,48.628528,16.6698,38, ,
true,73,41.275488,19.3908,39, ,
true,45,44.467464,30.0966,40, ,
true,69,44.805832,28.0767,41, ,
true,44,10.456936,21.7138,42, ,
true,65,41.544376,19.2974,43, ,
true,53,38.23724,18.0339,44, ,
true,50,43.846856,19.0659,45, ,
true,44,46.946728,25.0249,46, ,
true,53,42.651872,22.3605,47, ,
true,68,42.320136,23.3815,48, ,
true,41,48.816928,24.5754,49, ,
true,52,42.60536,22.804,50, ,


The DEFAULT parameters of the random test data: Days:50  Hours:8  Rooms:50  Sessions:12  Individuals:25 (Ignore for the specified parameter).
