Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, ,
true,57,40.3974,22.2223,89, ,
true,64,42.914648,22.7785,90, ,
true,72,38.803688,29.8955,91, ,
true,67,40.618696,22.6354,92, ,
true,64,44.425128,28.779,93, ,
true,73,37.12236,26.578,94, ,
true,69,39.668472,25.4044,95, ,
true,41,44.481248,20.1393,96, ,
true,71,37.866656,19.4689,97, ,
true,65,20.717496,27.4252,98, ,
true,71,40.99608,26.226,99, ,
true,39,40.596392,29.5723,100, ,
true,66,39.621344,35.007,101, ,
true,72,37.667728,22.3903,102, ,
true,41,40.623504,24.6789,103, ,
true,60,40.724896,22.5092,104, ,
true,70,40.775336,26.5066,105, ,
true,64,44.112584,31.1261,106, ,
true,63,37.88292,34.014,107, ,
true,40,37.671928,30.615,108, ,
true,61,22.630768,31.3254,109, ,
true,64,40.430144,29.0086,110, ,
true,61,38.802096,28.84,111, ,
true,60,39.62356,27.6719,112, ,
true,59,41.450248,43.8157,113, ,
true,51,44.356136,31.6568,114, ,
true,44,39.744744,31.9986,115, ,
true,53,40.582808,31.2674,116, ,
true,40,40.890808,28.2847,117, ,
true,66,39.236256,44.3801,118, ,
true,44,40.929272,34.9364,119, ,
true,69,37.577384,34.1203,120, ,
true,58,43.171304,39.8818,121, ,
true,67,40.657976,45.665,122, ,
true,64,40.304856,42.9597,123, ,
true,64,48.317704,81.3436,124, ,
true,67,25.433008,52.8732,125, ,
true,66,24.415552,49.5212,126, ,
true,62,42.7422,47.6464,127, ,
true,70,42.250608,53.7278,128, ,
true,65,48.607536,63.1017,129, ,
true,42,44.881784,59.4914,130, ,
true,60,45.12916,72.5894,131, ,
true,61,26.881384,54.3511,132, ,
true,46,26.513408,47.7642,133, ,
true,38,43.63232,49.1229,134, ,
true,25,43.395104,52.0323,135, ,
true,66,48.352984,48.1632,136, ,
true,74,44.267592,50.41,137, ,
true,63,37.462864,42.0951,138, ,
true,28,42.528312,81.2216,139, ,
true,51,46.824488,74.8356,140, ,
true,70,27.17448,62.1285,141, ,
true,47,42.710544,86.6724,142, ,
true,62,45.1948,44.3594,143, ,
true,43,28.900632,58.4493,144, ,
true,61,27.46268,53.1908,145, ,
true,39,27.976176,48.4092,146, ,
true,66,29.7784,45.2091,147, ,
true,51,29.101672,72.5641,148, ,
true,47,29.324856,52.0951,149, ,
true,66,30.221424,47.8325,150, ,
true,41,29.174376,45.0963,151, ,
true,47,29.453976,57.3518,152, ,
true,38,30.739888,76.0733,153, ,
true,59,44.292104,49.3323,154, ,
true,53,31.043728,40.7468,155, ,
true,67,30.970232,46.616,156, ,
true,43,29.844048,45.3092,157, ,
true,38,30.114,56.9417,158, ,
true,41,32.038896,49.5508,159, ,
true,43,29.976272,43.1793,160, ,
true,48,29.628296,54.8287,161, ,
true,25,30.274496,72.5384,162, ,
true,61,44.792048,67.9115,163, ,
true,63,46.491536,81.1683,164, ,
true,40,44.548744,52.6125,165, ,
true,39,31.905984,64.6574,166, ,
true,67,49.481256,76.0971,167, ,
true,41,44.735896,58.4141,168, ,
true,66,50.141016,59.5203,169, ,
true,65,44.11856,74.6356,170, ,
true,44,44.203608,63.7369,171, ,
true,58,34.62216,59.934,172, ,
true,42,46.657776,71.8199,173, ,
true,60,34.110288,69.4054,174, ,
true,43,46.762184,86.1882,175, ,
true,63,49.389224,88.5151,176, ,
true,51,44.084376,69.7173,177, ,
true,47,50.55248,89.7789,178, ,
true,63,47.230016,72.1249,179, ,
true,52,32.624256,58.5601,180, ,
true,42,46.775048,61.9632,181, ,
true,45,50.771776,77.6761,182, ,
true,61,51.508912,69.5487,183, ,
true,49,33.575744,60.1826,184, ,
true,47,50.71204,79.8148,185, ,
true,76,33.666696,55.1323,186, ,
true,41,46.129472,77.5123,187, ,
true,61,34.24576,68.4846,188, ,
true,62,44.65904,78.1446,189, ,
true,40,51.790272,72.1538,190, ,
true,39,35.226032,81.8415,191, ,
true,37,46.481712,65.4981,192, ,
true,64,50.729376,70.7385,193, ,
true,74,37.85544,73.2965,194, ,
true,48,44.486584,75.8706,195, ,
true,50,37.862024,71.7917,196, ,
true,56,44.874672,81.7422,197, ,
true,70,50.097264,71.4794,198, ,
true,42,37.550448,73.2987,199, ,
true,73,47.408984,85.016,200, ,
true,61,37.904624,63.9966,201, ,
true,68,47.470328,76.3007,202, ,
true,61,40.66056,102.0771,203, ,
true,31,46.953344,88.4586,204, ,
true,40,39.437312,69.5805,205, ,
true,55,46.812648,71.9408,206, ,
true,41,57.632704,76.2491,207, ,
true,64,46.329056,90.9744,208, ,
true,71,38.389504,65.201,209, ,
true,51,59.35936,95.8378,210, ,
true,44,44.349656,102.0566,211, ,
true,69,38.107168,71.5358,212, ,
true,43,46.45724,77.035,213, ,
true,51,39.226976,74.7156,214, ,
true,41,54.296344,80.0348,215, ,
true,60,47.854616,90.9376,216, ,
true,38,39.403888,81.4482,217, ,
true,61,46.907688,80.8699,218, ,
true,42,43.906192,91.437,219, ,
true,40,54.987744,83.5525,220, ,
true,43,44.327504,95.2205,221, ,
true,48,47.137688,86.4631,222, ,
true,54,44.187376,88.4045,223, ,
true,58,44.783944,85.6536,224, ,
true,62,45.174608,102.8488,225, ,
true,71,44.185944,81.3782,226, ,
true,70,44.653224,78.6955,227, ,
true,31,50.162584,107.6103,228, ,
true,72,41.89672,78.572,229, ,
true,62,47.678696,86.2001,230, ,
true,37,43.034576,94.8794,231, ,
true,49,50.81392,93.6126,232, ,
true,59,43.137008,85.387,233, ,
true,48,121.230072,95.5103,234, ,
true,41,43.882424,86.8865,235, ,
true,67,48.001744,103.8747,236, ,
true,65,44.454328,97.5091,237, ,
true,66,56.62304,89.1816,238, ,
true,64,48.178696,102.351,239, ,
true,52,50.524936,95.6093,240, ,
true,42,47.605968,118.7587,241, ,
true,59,45.776936,95.3079,242, ,
true,58,46.24728,109.3627,243, ,
true,41,46.274056,88.3051,244, ,
true,58,47.157752,107.5674,245, ,
true,53,47.152776,92.6553,246, ,
true,63,47.604704,94.977,247, ,
true,55,52.896424,94.948,248, ,
true,41,46.616568,91.9917,249, ,
true,47,50.546232,107.1807,250, ,
true,35,51.084672,118.3636,251, ,
true,41,51.963848,88.006,252, ,
true,32,47.419328,107.3099,253, ,
true,61,47.185856,108.0395,254, ,
true,51,50.80352,108.9401,255, ,
true,31,50.012424,84.4217,256, ,
true,62,50.977616,110.582,257, ,
true,38,52.409664,110.6826,258, ,
true,36,47.7532,103.0337,259, ,
true,59,51.734992,98.2872,260, ,
true,43,50.406056,123.2043,261, ,
true,38,52.072912,95.7366,262, ,
true,43,49.958576,99.5432,263, ,
true,41,54.551176,91.8681,264, ,
true,46,49.675544,103.7888,265, ,
true,62,52.800608,99.1275,266, ,
true,30,51.90296,106.2266,267, ,
true,71,55.810464,101.1574,268, ,
true,47,52.878928,118.5429,269, ,
true,65,51.59212,104.1789,270, ,
true,50,54.749704,109.4183,271, ,
true,41,51.92708,123.0258,272, ,
true,26,54.985816,101.0945,273, ,
true,62,54.93568,105.3019,274, ,
true,60,53.89768,113.7693,275, ,
true,44,52.784752,101.1467,276, ,
true,32,53.130536,122.7024,277, ,
true,43,52.006576,95.2587,278, ,
true,59,52.030304,109.8155,279, ,
true,73,52.461416,99.5744,280, ,
true,51,52.114544,112.8611,281, ,
true,63,53.24944,103.1296,282, ,
true,62,54.323128,135.9039,283, ,
true,69,55.822304,118.2865,284, ,
true,31,52.36932,119.5925,285, ,
true,72,56.871664,107.0298,286, ,
true,39,56.05036,123.4289,287, ,
true,29,54.208688,100.656,288, ,
true,58,58.19096,148.156,289, ,
true,38,54.118872,96.2591,290, ,
true,42,58.61924,134.7131,291, ,
true,40,54.834432,107.3006,292, ,
true,66,54.851952,111.4287,293, ,
true,61,57.229,110.6369,294, ,
true,45,58.429392,134.269,295, ,
true,63,59.042144,120.1974,296, ,
true,45,91.86168,114.0368,297, ,
true,39,58.622784,96.583,298, ,
true,42,54.93044,121.8259,299, ,
true,74,55.881976,104.4494,300, ,
true,32,56.275848,121.5913,301, ,
true,45,55.848632,109.3344,302, ,
true,51,59.004536,137.4362,303, ,
true,44,60.138496,134.0356,304, ,
true,40,57.16688,110.2238,305, ,
true,51,94.504096,132.7802,306, ,
true,41,59.283912,127.8725,307, ,
true,66,56.201232,113.7351,308, ,
true,62,89.177136,130.8678,309, ,
true,41,60.330736,109.1308,310, ,
true,62,62.25244,137.3695,311, ,
true,28,62.812592,127.818,312, ,
true,38,88.927664,128.4059,313, ,
true,65,58.83236,119.3064,314, ,
true,53,58.996928,116.6269,315, ,
true,40,86.989744,136.7958,316, ,
true,51,62.007,142.8839,317, ,
true,72,63.581128,152.281,318, ,
true,41,62.528248,129.978,319, ,
true,41,86.366048,143.7672,320, ,
true,63,60.087632,130.0849,321, ,
true,40,65.498456,132.6665,322, ,
true,61,63.300448,132.1212,323, ,
true,73,85.84508,156.5808,324, ,
true,43,65.339792,150.1232,325, ,
true,60,63.26488,147.1209,326, ,
true,73,64.240088,115.1144,327, ,
true,69,60.018096,137.6,328, ,
true,72,61.200864,122.259,329, ,
true,65,63.732224,134.1821,330, ,
true,43,84.495336,127.3763,331, ,
true,63,65.921496,149.0789,332, ,
true,50,63.845184,128.3065,333, ,
true,29,63.417664,131.6378,334, ,
true,28,63.945272,148.5946,335, ,
true,40,63.204016,146.335,336, ,
true,60,66.851304,135.8757,337, ,
true,66,96.837848,151.5929,338, ,
true,44,64.521888,123.4923,339, ,
true,38,64.425816,121.5016,340, ,
true,46,64.19192,135.8103,341, ,
true,38,65.239984,138.493,342, ,
true,60,66.906544,137.3874,343, ,
true,70,94.59704,161.2302,344, ,
true,40,87.25496,175.7938,345, ,
true,63,86.829488,174.2699,346, ,
true,62,70.288816,148.2505,347, ,
true,44,69.002296,149.3242,348, ,
true,50,68.893376,148.0735,349, ,
true,38,64.294224,147.5802,350, ,
true,46,68.855448,142.7801,351, ,
true,47,70.451184,141.0961,352, ,
true,44,67.966576,153.6945,353, ,
true,51,88.156496,163.0857,354, ,
true,59,89.534784,143.9139,355, ,
true,28,70.674864,156.4011,356, ,
true,60,70.57912,165.1701,357, ,
true,64,68.055472,150.3426,358, ,
true,72,69.626288,136.4311,359, ,
true,44,66.382768,150.0817,360, ,
true,50,67.953584,137.577,361, ,
true,58,69.527472,168.4516,362, ,
true,44,66.036032,146.5999,363, ,
true,26,67.006896,154.9465,364, ,
true,68,69.189624,139.2731,365, ,
true,38,70.189344,178.4432,366, ,
true,46,72.141824,170.2825,367, ,
true,54,71.717368,184.8964,368, ,
true,53,74.149296,190.3543,369, ,
true,73,67.109048,131.4489,370, ,
true,73,68.632512,158.8723,371, ,
true,51,75.573888,172.5018,372, ,
true,58,70.163096,157.0097,373, ,
true,64,72.1706,154.6096,374, ,
true,69,90.407048,186.1282,375, ,
true,47,84.211816,168.9424,376, ,
true,38,94.170248,165.7276,377, ,
true,38,70.675048,178.3411,378, ,
true,50,73.623144,194.5044,379, ,
true,40,72.149096,169.1036,380, ,
true,59,101.064696,176.9116,381, ,
true,48,73.197192,156.6729,382, ,
true,44,75.819624,170.8315,383, ,
true,31,76.106584,178.4388,384, ,
true,59,73.064992,183.4604,385, ,
true,62,77.307528,162.0781,386, ,
true,48,74.296912,182.2084,387, ,
true,30,69.91268,155.7581,388, ,
true,26,75.022328,161.8285,389, ,
true,43,72.493728,163.4823,390, ,
true,40,71.171064,175.0441,391, ,
true,28,78.723088,189.3665,392, ,
true,43,77.484616,188.1589,393, ,
true,69,71.747488,159.0617,394, ,
true,65,77.297888,216.3186,395, ,
true,62,75.183448,187.5301,396, ,
true,57,77.773608,169.6211,397, ,
true,44,76.839384,192.6826,398, ,
true,25,77.625512,188.4619,399, ,
true,71,73.945744,160.6086,400, ,
true,62,72.293688,142.0326,401, ,
true,69,74.669392,172.9109,402, ,
true,62,75.389872,155.6042,403, ,
true,45,75.039328,161.6261,404, ,
true,50,74.235224,176.6399,405, ,
true,46,78.430536,177.7385,406, ,
true,42,79.852352,180.8192,407, ,
true,30,76.355336,163.9199,408, ,
true,60,77.793008,171.9919,409, ,
true,27,80.072728,175.0801,410, ,
true,57,75.871448,172.8636,411, ,
true,30,81.667008,208.6483,412, ,
true,60,75.57416,169.9159,413, ,
true,66,81.415552,184.2793,414, ,
true,39,77.49284,167.2675,415, ,
true,60,81.06088,179.725,416, ,
true,49,84.390704,196.3165,417, ,
true,39,75.837992,173.7283,418, ,
true,72,82.731608,192.3212,419, ,
true,43,85.020352,199.7334,420, ,
true,69,75.656704,203.0987,421, ,
true,69,78.979424,186.1492,422, ,
true,38,82.276384,224.0783,423, ,
true,29,80.833968,228.9326,424, ,
true,43,82.256048,214.5858,425, ,
true,63,80.41976,241.152,426, ,
true,45,83.774768,245.8958,427, ,
true,29,80.856168,188.9341,428, ,
true,49,81.585256,203.1597,429, ,
true,64,81.687144,187.6195,430, ,
true,51,79.486056,175.5782,431, ,
true,30,82.889728,222.5448,432, ,
true,61,82.76492,193.0136,433, ,
true,72,88.32904,196.6289,434, ,
true,40,80.112544,166.7208,435, ,
true,50,81.687144,186.024,436, ,
true,62,96.693864,203.4653,437, ,
true,49,81.450144,192.3573,438, ,
true,68,87.038216,219.1479,439, ,
true,42,83.282264,194.5429,440, ,
true,58,86.549784,237.2153,441, ,
true,35,86.332552,217.1157,442, ,
true,31,125.35716,218.3105,443, ,
true,41,87.89924,254.8547,444, ,
true,62,84.162824,239.4878,445, ,
true,56,89.035272,236.3176,446, ,
true,47,84.311296,202.0598,447, ,
true,44,82.641,220.6669,448, ,
true,46,83.25796,191.5294,449, ,
true,40,86.581752,205.6685,450, ,
true,60,82.73572,189.845,451, ,
true,50,85.259368,234.0164,452, ,
true,57,82.632816,226.7014,453, ,
true,55,88.82596,228.686,454, ,
true,46,87.005176,202.0648,455, ,
true,28,85.25732,218.9851,456, ,
true,41,91.996664,237.5229,457, ,
true,37,83.784296,216.0513,458, ,
true,71,87.796328,221.1966,459, ,
true,31,82.787128,216.3216,460, ,
true,29,82.934352,191.3988,461, ,
true,41,87.966656,233.2957,462, ,
true,50,91.057608,253.5033,463, ,
true,49,92.068456,215.4747,464, ,
true,26,88.388712,215.3871,465, ,
true,64,86.304872,201.1284,466, ,
true,42,89.027176,223.8068,467, ,
true,42,87.630328,183.7487,468, ,
true,64,92.167672,227.079,469, ,
true,48,90.377208,231.5168,470, ,
true,26,87.9786,207.7938,471, ,
true,26,89.346152,231.5782,472, ,
true,48,89.102328,181.7906,473, ,
true,38,88.5806,202.3709,474, ,
true,47,86.520824,211.1934,475, ,
true,29,91.451016,238.5905,476, ,
true,40,90.597992,213.3269,477, ,
true,48,92.80972,235.7218,478, ,
true,61,91.020904,224.9249,479, ,
true,44,95.114856,257.9723,480, ,
true,46,92.177608,231.8032,481, ,
true,27,88.480248,197.386,482, ,
true,32,89.35076,190.6069,483, ,
true,38,88.301672,237.5224,484, ,
true,57,91.442792,239.2492,485, ,
true,32,89.451624,230.3445,486, ,
true,27,94.593128,243.7894,487, ,
true,53,138.89188,254.4102,488, ,
true,49,90.253816,225.8563,489, ,
true,47,87.874664,220.4037,490, ,
true,52,92.488808,221.5528,491, ,
true,26,98.447624,236.5197,492, ,
true,30,90.075752,231.9635,493, ,
true,53,91.124328,217.4205,494, ,
true,33,91.5242,243.5519,495, ,
true,29,93.391352,249.8405,496, ,
true,44,93.539432,244.9839,497, ,
true,46,89.048688,225.9014,498, ,
true,60,95.216808,291.3244,499, ,
true,44,94.586472,261.6726,500, ,


The DEFAULT parameters of the random test data: Days:50  Hours:8  Rooms:50  Sessions:12  Individuals:25 (Ignore for the specified parameter).
