CSP Algorithm,,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, , Start, Modelled, Solved, Decoded,
true,47,12.54784,253.474,1, ,27.4149,251.0441,274.7068,275.9582,
true,47,2.597536,4.0634,1, ,288.4628,291.2284,292.286,292.3868,
true,70,2.467736,2.7157,1, ,301.8945,303.7813,304.3795,304.4706,
true,45,2.467896,1.9381,1, ,312.4239,313.5883,314.0763,314.1898,
false,-1,3.224768,22.0033,2, ,320.3659,341.6882,342.2364,342.3182,
false,-1,2.848136,5.8785,2, ,349.1359,354.2397,354.8413,354.9063,
true,45,2.7222,8.3055,2, ,362.0257,364.7605,370.1266,370.2249,
true,57,2.664224,5.1236,2, ,377.7949,380.1452,382.6809,382.7817,
false,-1,2.987184,5.9239,3, ,389.0477,394.4267,394.7705,394.8473,
true,34,2.851232,9.1533,3, ,401.4463,405.7461,410.3519,410.4673,
true,66,2.730136,8.1449,3, ,417.1054,421.0014,425.0253,425.1252,
true,52,2.793176,7.4222,3, ,431.7057,434.7636,438.8654,438.9733,
true,55,2.857464,10.6226,4, ,445.8356,450.4655,456.172,456.3008,
false,-1,2.7952,3.1319,4, ,462.3921,464.9223,465.3712,465.4638,
false,-1,2.85368,3.7349,4, ,472.6695,475.5665,476.1705,476.2852,
true,48,2.979488,14.2951,4, ,484.7849,489.2223,498.2829,498.7697,
true,26,2.733416,7.2785,5, ,509.8097,511.7701,516.7393,516.9355,
false,-1,3.047792,8.1906,5, ,526.9246,534.327,534.9759,535.0458,
true,49,3.043952,20.0653,5, ,542.9712,551.1528,562.4203,562.8316,
true,67,2.925416,12.6622,5, ,573.7368,578.488,586.1141,586.2327,
true,42,3.051632,10.4798,6, ,601.8859,606.6868,612.0308,612.1448,
true,39,2.989064,6.0168,6, ,619.1095,621.0427,624.8552,624.9666,
true,59,3.124552,11.4285,6, ,631.6989,635.6504,642.777,642.9586,
false,-1,2.93388,3.1637,6, ,650.3705,652.9107,653.3545,653.4564,
true,59,3.183992,9.6825,7, ,660.9795,664.0814,670.4064,670.5269,
true,55,3.125136,6.9884,7, ,677.9738,680.3474,684.6989,684.8128,
false,-1,3.193448,5.2887,7, ,693.9828,698.0842,699.0939,699.1736,
true,49,2.9514,9.3749,7, ,706.2564,708.706,715.3167,715.4767,
true,63,3.324576,63.2341,8, ,727.2855,730.1554,790.2021,790.3551,
false,-1,3.186264,3.5629,8, ,802.286,805.094,805.6693,805.7325,
false,-1,3.247552,4.346,8, ,813.6157,817.2984,817.8139,817.87,
true,53,3.383976,14.3437,8, ,825.1339,831.2706,839.1781,839.3272,
true,51,3.673248,40.678,9, ,853.0437,855.6174,890.4491,893.4546,
true,50,3.757912,20.642,9, ,924.5568,930.325,938.3742,938.5143,
true,47,3.75936,90.3073,9, ,958.8417,961.7774,1048.8254,1049.0212,
true,55,3.796704,9.4731,9, ,1060.1536,1063.3216,1069.1263,1069.358,
false,-1,3.903984,5.3349,10, ,1084.7318,1089.275,1089.9298,1089.995,
false,-1,0.0,3.7637,10, ,1107.3575,1110.4432,1111.012,1111.063,
false,-1,3.705176,5.5763,10, ,1130.1214,1133.8738,1134.9007,1135.0018,
false,-1,3.729608,4.7057,10, ,1156.3889,1159.8584,1160.8207,1160.9509,
true,67,3.66036,247.302,11, ,1177.9384,1181.8245,1424.8186,1425.0703,
false,-1,3.806088,4.6226,11, ,1450.4007,1454.3352,1454.9072,1454.9544,
false,-1,0.0,5.3331,11, ,1473.1773,1477.6403,1478.3475,1478.4532,
false,-1,3.652048,7.1301,11, ,1493.0471,1499.0157,1499.9923,1500.0683,
false,-1,3.686872,3.5874,12, ,1517.1298,1519.9378,1520.5411,1520.6501,
false,-1,3.898368,5.7144,12, ,1536.0163,1540.2832,1541.0369,1541.117,
false,-1,3.751,4.31,12, ,1557.4201,1561.0785,1561.6299,1561.6666,
true,50,3.931064,13.4329,12, ,1575.5679,1579.6535,1588.7192,1588.8382,
false,-1,3.90004,4.2463,13, ,1602.3474,1605.9922,1606.4998,1606.5296,
false,-1,3.995272,6.2021,13, ,1615.6644,1620.9534,1621.7347,1621.7737,
true,42,4.044104,14.5016,13, ,1634.5616,1638.7518,1648.7425,1648.936,
true,54,4.010944,20.2386,13, ,1663.3446,1674.1788,1683.3783,1683.4888,
true,52,4.062072,20.343,14, ,1697.8784,1705.0308,1717.8982,1718.0904,
true,63,4.364328,18.6478,14, ,1737.5738,1743.0865,1755.868,1756.0868,
true,42,4.01292,11.735,14, ,1768.5499,1772.4144,1780.1471,1780.2337,
false,-1,4.125792,5.0038,14, ,1792.9766,1797.2522,1797.8807,1797.9447,
true,56,4.13212,12.4196,15, ,1809.3859,1812.8052,1821.6023,1821.7103,
false,-1,4.018312,14.4339,15, ,1834.1498,1847.6371,1848.4474,1848.5291,
false,-1,3.861656,4.3695,15, ,1864.9534,1868.7288,1869.2178,1869.2431,
true,49,4.114824,20.8138,15, ,1883.2955,1893.1164,1903.8771,1904.0425,

,,,,,,,8.212723,11.04751,0.18978,


The DEFAULT parameters of the random test data: Days:5  Hours:8  Rooms:5  Sessions:12  Individuals:25 (Ignore for the specified parameter).
