CSP Algorithm,,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, , Start, Modelled, Solved, Decoded,
true,59,12.04212,224.0218,1, ,30.0643,229.0371,247.4102,249.4957,
false,-1,38.918512,74.5446,2, ,276.328,349.428,350.6812,350.7644,
true,45,35.454208,205.3601,3, ,356.183,412.6593,560.8442,561.4092,
true,62,36.44024,95.3213,4, ,573.4913,612.7391,668.2603,668.6557,
true,65,39.379008,135.9209,5, ,683.1406,721.6308,818.5038,818.9315,
true,34,30.528496,156.8837,6, ,831.1891,880.195,987.6862,987.9756,
true,38,33.225456,216.9858,7, ,1004.346,1058.8202,1220.5922,1221.0591,
true,63,21.398368,248.4268,8, ,1234.1568,1299.3081,1482.1451,1482.4556,
true,39,20.412856,302.0811,9, ,1491.3474,1523.3839,1793.0303,1793.3199,
true,39,26.1924,282.0933,10, ,1801.1359,1837.0001,2082.8351,2083.1268,
true,60,27.738552,318.247,11, ,2090.1107,2126.5473,2407.7413,2408.2165,
true,62,25.160408,343.0569,12, ,2416.5994,2449.7903,2759.2599,2759.5489,
false,-1,31.262904,37.1166,13, ,2774.1881,2803.7292,2804.5825,2804.6494,
false,-1,24.836344,32.1485,14, ,2811.3603,2842.5871,2843.3987,2843.4605,
true,62,31.840848,657.3486,15, ,2851.4579,2892.5069,3508.3688,3508.6719,
true,35,26.77088,420.4219,16, ,3516.4666,3549.3196,3936.545,3936.7973,
true,62,27.900944,466.888,17, ,3944.288,3980.0838,4410.8024,4411.0904,
true,40,24.316016,539.5086,18, ,4419.2961,4452.5059,4958.4357,4958.6975,
true,65,30.260224,749.0032,19, ,4966.9047,5006.092,5715.5182,5715.8223,
true,36,22.01044,508.1127,20, ,5724.5556,5759.7282,6232.3464,6232.5856,
true,65,25.924264,785.8107,21, ,6240.5103,6282.7155,7025.9096,7026.2179,
true,58,24.831736,704.4143,22, ,7034.8906,7077.9312,7738.9355,7739.165,
true,62,25.034832,721.863,23, ,7747.7049,7787.8247,8469.0652,8469.4316,
true,64,28.263576,616.5922,24, ,8479.333,8517.1176,9095.5065,9095.8023,
false,-1,30.24152,43.7837,25, ,9104.3334,9147.1995,9147.9801,9148.0267,
true,63,28.791768,1106.9095,26, ,9155.6055,9201.0421,10262.1559,10262.3813,
true,63,25.982112,893.524,27, ,10270.6327,10307.9505,11163.7615,11164.004,
true,64,25.981472,1078.8566,28, ,11173.8795,11218.1069,12252.3676,12252.6041,
true,38,26.26572,1275.9282,29, ,12261.1349,12304.9154,13536.6318,13536.9657,
false,-1,30.698064,48.1503,30, ,13545.8496,13592.5663,13593.8863,13593.951,
true,38,27.665872,1437.5453,31, ,13602.3097,13650.4456,15039.4908,15039.7399,
true,65,27.205624,1284.1758,32, ,15048.3245,15088.4992,16332.1588,16332.3961,
false,-1,22.929048,47.9157,33, ,16340.961,16387.7417,16388.7741,16388.8207,
true,40,27.839264,1672.4212,34, ,16398.3848,16444.8275,18070.2965,18070.6727,
true,38,32.397016,1653.034,35, ,18079.8165,18128.6336,19732.3356,19732.6706,
true,37,27.847088,1421.3344,36, ,19741.7517,19791.2361,21162.6356,21162.9673,
false,-1,28.607432,45.1406,37, ,21171.9232,21215.562,21216.9302,21217.0068,
false,-1,25.867856,47.6766,38, ,21224.8223,21271.5093,21272.3538,21272.4116,
true,61,32.189576,1787.3479,39, ,21280.4819,21327.2564,23067.4541,23067.7379,
true,64,33.712856,1820.0346,40, ,23078.6792,23135.001,24898.2998,24898.5778,
false,-1,29.43188,56.4595,41, ,24907.5771,24962.6876,24963.9032,24963.9482,
true,62,33.709096,2192.6667,42, ,24971.894,25032.3619,27164.1635,27164.3749,
true,36,32.856616,1898.1574,43, ,27172.3361,27225.4647,29070.093,29070.3733,
false,-1,26.0044,54.6903,44, ,29078.3405,29130.6868,29132.7956,29132.898,
true,41,32.783536,2087.6001,45, ,29140.8141,29195.4067,31228.0368,31228.2547,
true,61,34.1492,2852.8142,46, ,31235.5962,31287.3438,34087.955,34088.3047,
false,-1,26.150048,92.5658,47, ,34097.8939,34188.7909,34190.2224,34190.2964,
false,-1,28.578072,68.9996,48, ,34197.7415,34265.1501,34266.4438,34266.4982,
false,-1,29.7448,73.7265,49, ,34274.6022,34346.4889,34348.2078,34348.2456,
false,-1,28.946368,76.9141,50, ,34357.6057,34432.9782,34434.1756,34434.2156,
true,58,33.371864,3241.7708,51, ,34442.7849,34496.5593,37684.1928,37684.4991,
true,58,33.781912,3277.3139,52, ,37693.1481,37762.8285,40970.1811,40970.4108,
true,36,32.008784,3333.1672,53, ,40979.2679,41048.1105,44312.2288,44312.3911,
false,-1,27.294832,58.0499,54, ,44321.0825,44377.9519,44379.0507,44379.0861,
false,-1,27.154536,66.2513,55, ,44386.7128,44451.6276,44452.8744,44452.9263,

,,,,,,,51.53227,746.742361,0.264845,


The DEFAULT parameters of the random test data: Days:50  Hours:8  Rooms:50  Sessions:100  Individuals:50 (Ignore for the specified parameter).
