CSP Algorithm,,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, , Start, Modelled, Solved, Decoded,
true,57,12.041008,197.6056,1, ,27.2787,210.4978,220.1666,221.7415,
false,-1,3.136448,16.0467,1, ,233.2947,248.8437,249.2066,249.289,
false,-1,2.580648,3.8411,1, ,257.1198,260.3269,260.8398,260.9448,
true,62,2.644016,6.0027,1, ,267.9175,271.2492,273.7695,273.8663,
true,62,3.281304,38.8018,2, ,281.5894,306.2241,320.1714,320.3018,
false,-1,2.789184,6.1049,2, ,330.446,335.9325,336.4623,336.5357,
true,53,2.65904,5.2892,2, ,343.1441,345.3409,348.2624,348.3715,
true,39,2.727256,6.7376,2, ,358.6874,361.8436,365.1865,365.3345,
true,48,2.793672,10.2091,3, ,373.1969,377.6497,383.2394,383.3456,
true,57,2.789872,7.408,3, ,390.9536,395.2414,398.1734,398.2794,
false,-1,2.916072,4.4695,3, ,406.1029,409.9873,410.4971,410.5567,
false,-1,2.849632,2.8975,3, ,416.8939,419.405,419.6941,419.7653,
false,-1,2.72356,4.3111,4, ,425.6716,429.2506,429.865,429.9514,
false,-1,2.917752,3.9834,4, ,437.2278,440.6497,441.1052,441.1796,
true,52,3.040416,19.9896,4, ,447.3482,452.5114,467.0399,467.2357,
true,35,2.791512,12.8242,4, ,475.9759,479.3578,488.6275,488.7381,
false,-1,2.980472,6.6389,5, ,495.9087,500.5863,502.4108,502.5291,
false,-1,2.854312,3.8609,5, ,510.1985,513.3932,513.9856,514.0463,
true,50,2.789128,10.4498,5, ,524.596,527.5155,534.6155,534.9279,
true,43,3.120568,16.2697,5, ,543.3785,547.7557,559.4224,559.5556,
true,52,2.98388,8.5034,6, ,566.5199,568.6589,574.8646,574.9629,
true,61,3.177432,18.7135,6, ,582.1229,586.7981,593.6692,600.7567,
true,54,3.180816,5.6562,6, ,607.6296,609.5095,613.1006,613.1938,
false,-1,2.937352,2.809,6, ,619.5519,621.5483,622.236,622.3311,
false,-1,3.116336,2.7189,7, ,628.8489,631.0374,631.4889,631.5497,
true,52,3.053008,11.4034,7, ,640.7107,643.9133,651.8888,652.0421,
true,32,3.120032,8.2818,7, ,661.9065,663.5457,669.8165,670.0501,
true,61,3.262632,12.2539,7, ,678.6227,682.2878,690.6748,690.7981,
true,52,3.386376,12.9696,8, ,698.2103,702.3777,710.9995,711.1144,
false,-1,3.121288,4.3673,8, ,722.7579,725.9443,727.015,727.0982,
true,54,3.118424,9.4148,8, ,741.326,743.4807,750.1317,750.5684,
true,41,3.061008,6.3484,8, ,760.3808,762.4696,766.5756,766.6769,
true,59,3.40916,16.6221,9, ,776.3216,779.1767,792.7064,792.8766,
false,-1,3.385216,5.1166,9, ,805.2015,809.2412,810.1694,810.2521,
true,54,3.384376,16.6497,9, ,821.1863,824.2771,836.4952,837.7126,
true,46,4.104072,52.3669,9, ,848.7235,875.5156,900.7891,900.9868,
true,60,3.866032,11.4058,10, ,914.3833,918.0418,925.6203,925.7329,
true,53,3.829208,12.5021,10, ,941.7346,946.7509,953.7283,954.0825,
true,55,3.818656,11.3049,10, ,968.7835,973.0749,979.6093,979.9164,
true,34,3.672952,7.8798,10, ,991.0726,993.6581,998.7387,998.8597,
false,-1,0.0,6.3396,11, ,1014.2991,1019.6839,1020.4931,1020.6185,
false,-1,3.702688,5.3293,11, ,1036.3762,1040.7184,1041.5818,1041.6739,
false,-1,3.931248,5.7247,11, ,1055.8009,1060.7538,1061.4099,1061.5021,
false,-1,3.77904,4.4643,11, ,1075.2405,1078.9267,1079.5465,1079.6809,
true,64,4.25572,20.2492,12, ,1090.7807,1096.4906,1110.456,1110.8687,
true,47,3.89856,13.4816,12, ,1125.4115,1128.3379,1138.5089,1138.8163,
true,52,4.066576,22.6176,12, ,1149.571,1155.5131,1171.9312,1172.1141,
false,-1,0.0,3.5139,12, ,1191.6485,1194.4785,1195.0652,1195.1403,
false,-1,0.0,4.3235,13, ,1209.0696,1212.5632,1213.2753,1213.3697,
false,-1,3.784552,3.619,13, ,1223.8342,1226.5962,1227.3403,1227.4286,
true,52,4.106136,1113.0457,13, ,1239.2937,1242.8879,2352.1621,2352.2932,
true,54,4.056376,8.7304,13, ,2360.5094,2363.2985,2369.103,2369.2007,
true,56,4.198464,11.1194,14, ,2378.1271,2382.3575,2389.137,2389.2151,
true,47,3.977816,6.1768,14, ,2397.5364,2399.7458,2403.5635,2403.6699,
true,48,4.154272,10.762,14, ,2412.3048,2414.8831,2422.8926,2423.0214,
false,-1,3.978304,3.4637,14, ,2432.0518,2434.9303,2435.4544,2435.4904,
true,43,4.098984,10.143,15, ,2444.109,2446.7908,2454.1159,2454.2099,
true,56,4.198104,9.0966,15, ,2464.7846,2467.3645,2473.7032,2473.8184,
true,48,4.205616,11.7774,15, ,2484.4671,2486.9074,2495.9659,2496.1659,
true,41,4.028056,8.6647,15, ,2504.9618,2507.0786,2513.4992,2513.594,

,,,,,,,7.367893,23.951455,0.294765,


The DEFAULT parameters of the random test data: Days:5  Hours:8  Rooms:5  Sessions:12  Individuals:25 (Ignore for the specified parameter).
