Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, ,
true,60,23.0292,110.0515,4, ,
true,27,20.8216,46.9901,5, ,
true,41,44.414608,44.5314,6, ,
true,24,44.355872,45.3533,7, ,
true,45,49.65088,46.3582,8, ,
true,72,50.436048,29.2695,9, ,
true,65,19.41588,37.3814,10, ,
true,38,49.966224,38.2653,11, ,
true,73,48.346928,28.4073,12, ,
true,63,41.365408,32.6732,13, ,
true,49,44.364136,27.1404,14, ,
true,53,44.71628,28.6075,15, ,
true,42,49.885584,32.3857,16, ,
true,43,44.570784,32.5215,17, ,
true,44,44.511848,34.2696,18, ,
true,52,19.84704,39.0311,19, ,
true,65,42.194536,39.4239,20, ,
true,50,44.805072,44.8701,21, ,
true,61,42.40464,40.7423,22, ,
true,44,48.569264,37.9766,23, ,
true,68,45.098856,43.9217,24, ,
true,47,20.503792,47.3285,25, ,
true,78,48.249792,43.3679,26, ,
true,67,44.294424,47.5927,27, ,
true,76,44.640256,40.1099,28, ,
true,70,20.966576,67.8964,29, ,
true,71,44.828896,41.1251,30, ,
true,64,41.69232,37.4876,31, ,
true,66,44.961048,40.8714,32, ,
true,65,44.982616,45.7672,33, ,
true,65,41.753024,44.1804,34, ,
true,46,41.621688,34.4878,35, ,
true,62,44.36156,34.8902,36, ,
true,48,20.787264,43.5727,37, ,
true,45,44.401232,32.611,38, ,
true,59,44.783112,40.4132,39, ,
true,62,20.533048,35.3993,40, ,
true,62,42.257912,28.3955,41, ,
true,40,44.062408,32.7729,42, ,
true,62,40.4112,33.2109,43, ,
true,40,44.501808,41.1282,44, ,
true,66,47.180552,44.0518,45, ,
true,43,44.567256,44.4374,46, ,
true,59,42.681304,41.359,47, ,
true,39,41.17372,51.7185,48, ,
true,39,21.480408,59.991,49, ,
true,66,19.51844,39.8237,50, ,
true,45,47.164296,38.578,51, ,
true,49,47.147784,37.0765,52, ,
true,60,44.723544,51.4089,53, ,
true,39,47.106752,42.4264,54, ,
true,40,44.268104,37.8294,55, ,
true,62,44.278096,34.4896,56, ,
true,63,44.647472,43.7408,57, ,
true,40,39.665248,36.5153,58, ,
true,37,44.301936,41.1787,59, ,
true,38,21.58636,43.1612,60, ,
true,65,20.418768,39.0894,61, ,
true,38,46.813752,39.2074,62, ,
true,66,47.166256,51.2341,63, ,
true,36,47.235056,38.1853,64, ,
true,60,46.764416,48.9469,65, ,
true,38,47.498152,53.2728,66, ,
true,39,47.141392,60.4193,67, ,
true,66,46.621432,52.291,68, ,
true,64,47.118416,46.5174,69, ,
true,39,46.8016,54.8098,70, ,
true,65,47.063456,60.0754,71, ,
true,37,47.199328,45.391,72, ,
true,62,19.876864,57.3375,73, ,
true,38,46.888128,57.4602,74, ,
true,42,47.115664,46.946,75, ,
true,43,20.126504,49.6542,76, ,
true,60,46.84296,51.5259,77, ,
true,63,47.46044,48.2874,78, ,
true,65,20.67756,70.6048,79, ,
true,40,47.086872,83.4257,80, ,
true,35,47.427024,49.8047,81, ,
true,61,47.059888,50.3637,82, ,
true,38,21.60832,80.3462,83, ,
true,41,47.03984,50.4822,84, ,
true,42,46.820064,68.3249,85, ,
true,40,20.018968,77.8264,86, ,
true,40,46.767312,49.8369,87, ,
true,42,47.448968,56.7729,88, ,
true,59,47.099904,62.544,89, ,
true,59,47.100992,59.3623,90, ,
true,42,46.683352,86.1638,91, ,
true,65,20.580104,67.8822,92, ,
true,60,46.896344,63.8981,93, ,
true,65,19.645872,75.7581,94, ,
true,41,20.497256,74.8683,95, ,
true,63,47.594912,50.5079,96, ,
true,63,46.746752,67.1676,97, ,
true,41,46.704304,64.0591,98, ,
true,58,21.446632,79.3443,99, ,
true,38,21.096208,71.4579,100, ,
true,65,47.3368,85.6569,101, ,
true,64,21.113152,89.8652,102, ,
true,62,21.157376,69.9297,103, ,


The DEFAULT parameters of the random test data: Days:50  Hours:8  Rooms:50  Sessions:100  Individuals:50 (Ignore for the specified parameter).
