CSP (Randomised Optimisation),,,,,,Times (ms),,,,
Valid?, Score, RAM (MB), Time (ms), #Sessions, , Start, Modelled, Solved, Decoded,
false,-1,13.09136,348.2486,1, ,37.0173,339.2895,378.1312,378.1317,
true,35,37.338376,190.3326,2, ,389.8898,458.8064,578.9699,579.8195,
true,67,41.375704,165.0729,3, ,591.2633,644.0638,755.8128,756.2274,
true,63,17.347416,116.3758,4, ,766.9758,817.6372,883.004,883.2689,
false,-1,15.794888,45.4758,5, ,897.7461,942.1467,943.1703,943.1707,
true,58,40.558928,116.0133,6, ,950.8141,984.8195,1066.4495,1066.7135,
true,39,40.035248,133.798,7, ,1077.8306,1117.7597,1211.0788,1211.4893,
true,47,30.681624,266.2204,8, ,1219.2235,1254.3132,1484.9206,1485.3246,
true,42,31.775496,166.3542,9, ,1495.3777,1532.7451,1661.3101,1661.6372,
true,59,29.407504,169.0711,10, ,1670.0316,1699.1486,1838.5813,1838.9539,
false,-1,30.821784,55.8525,11, ,1847.8858,1902.608,1903.6956,1903.6961,
true,39,31.2402,259.8118,12, ,1913.4087,1967.8512,2172.127,2172.8099,
true,38,26.463032,340.6394,13, ,2182.8178,2227.9383,2523.0988,2523.3544,
true,41,27.517128,213.6499,14, ,2531.3599,2563.1146,2744.5419,2744.8811,
false,-1,32.874688,42.9943,15, ,2754.978,2797.0739,2797.9288,2797.9291,
false,-1,28.11456,43.1981,16, ,2806.6442,2847.2425,2849.7559,2849.7563,
false,-1,28.384696,38.9541,17, ,2859.4433,2897.1115,2898.351,2898.3514,
true,60,29.323536,483.7095,18, ,2907.1658,2944.0763,3390.4547,3390.7669,
true,41,25.945704,458.2657,19, ,3399.1633,3434.9581,3857.0455,3857.3109,
false,-1,25.997568,38.337,20, ,3865.6656,3903.0055,3903.9705,3903.9708,
true,41,29.03128,498.3565,21, ,3912.8198,3952.3361,4410.6361,4411.0216,
true,63,25.752272,446.7894,22, ,4419.7255,4463.7688,4858.3544,4866.3699,
false,-1,17.021048,35.4702,23, ,4874.4763,4908.892,4909.8753,4909.8756,
true,64,23.911832,613.1447,24, ,4918.7143,4955.7114,5531.4319,5531.6693,
true,35,26.236176,524.3976,25, ,5539.7657,5578.12,6063.811,6064.077,
true,66,26.416528,663.1971,26, ,6073.4821,6110.5225,6736.2669,6736.5279,
true,38,27.046912,727.6915,27, ,6744.1803,6779.5268,7471.5416,7471.7626,
false,-1,29.349616,37.6021,28, ,7479.5955,7516.1351,7517.1627,7517.1628,
false,-1,23.714168,36.3483,29, ,7525.6053,7559.514,7561.84,7561.8403,
true,38,24.696448,660.0427,30, ,7569.8424,7604.8412,8229.5125,8229.7268,

,,,,,,,49.405603,214.258436,0.492226,


The DEFAULT parameters of the random test data: Days:50  Hours:8  Rooms:50  Sessions:45  Individuals:25 (Ignore for the specified parameter).
